Word            	Accuracy
wills           	100.0
willowy         	100.0
willow          	100.0
willingly       	100.0
willing         	100.0
williams        	100.0
william         	100.0
wilkins         	100.0
wilful          	100.0
wilds           	100.0
wildly          	100.0
wildest         	100.0
wilderness      	100.0
wildering       	100.0
wild            	100.0
wigwam          	100.0
wifes           	100.0
wielded         	100.0
wield           	100.0
widows          	100.0
widowed         	100.0
widest          	100.0
widening        	100.0
widen           	100.0
widely          	100.0
wideawake       	100.0
wicket          	100.0
wickedness      	100.0
wickedly        	100.0
wickedest       	100.0
wicked          	100.0
whomsoever      	100.0
wholesale       	100.0
wholeheartedly  	100.0
whoever         	100.0
whitney         	100.0
whiting         	100.0
whit            	100.0
whistling       	100.0
whispering      	100.0
whispered       	100.0
whisper         	100.0
whisky          	100.0
whiskey         	100.0
whiskers        	100.0
whiskered       	100.0
whirling        	100.0
whipped         	100.0
whiplashes      	100.0
whimsical       	100.0
whimpering      	100.0
whichever       	100.0
which           	100.0
whereon         	100.0
whereof         	100.0
wherefore       	100.0
whenever        	100.0
when            	100.0
wheels          	100.0
wheeling        	100.0
wheeled         	100.0
whatsoever      	100.0
whales          	100.0
whack           	100.0
weve            	100.0
wetting         	100.0
wetted          	100.0
westward        	100.0
western         	100.0
wesley          	100.0
wept            	100.0
wending         	100.0
wellington      	100.0
welfare         	100.0
welcomed        	100.0
weighty         	100.0
weighing        	100.0
weevilly        	100.0
weep            	100.0
weekly          	100.0
wednesday       	100.0
wedding         	100.0
wedded          	100.0
webs            	100.0
weave           	100.0
weary           	100.0
wearing         	100.0
weariness       	100.0
weapons         	100.0
weapon          	100.0
wealthy         	100.0
wealthier       	100.0
weakness        	100.0
waylaid         	100.0
wax             	100.0
waving          	100.0
waves           	100.0
waverleys       	100.0
wavering        	100.0
waved           	100.0
wave            	100.0
watery          	100.0
waterfall       	100.0
watchman        	100.0
watchmakers     	100.0
watching        	100.0
watchfulness    	100.0
watchful        	100.0
watcher         	100.0
wasteful        	100.0
wasted          	100.0
washington      	100.0
washing         	100.0
wary            	100.0
warriors        	100.0
warrior         	100.0
warren          	100.0
warranted       	100.0
warrant         	100.0
warning         	100.0
warner          	100.0
warmth          	100.0
warmly          	100.0
warmest         	100.0
warm            	100.0
warlike         	100.0
warfare         	100.0
warehouses      	100.0
wanting         	100.0
wanderings      	100.0
walnuts         	100.0
wallets         	100.0
walks           	100.0
walketh         	100.0
waking          	100.0
wakes           	100.0
wakening        	100.0
wakened         	100.0
waked           	100.0
waitresses      	100.0
waiters         	100.0
wailing         	100.0
wailed          	100.0
wagons          	100.0
wager           	100.0
waged           	100.0
wafted          	100.0
waddling        	100.0
voyaging        	100.0
voyages         	100.0
vouched         	100.0
vouch           	100.0
voting          	100.0
votes           	100.0
voters          	100.0
voted           	100.0
vote            	100.0
votaress        	100.0
vomiting        	100.0
volunteers      	100.0
voluntarily     	100.0
voluminous      	100.0
volume          	100.0
volubility      	100.0
volley          	100.0
volitions       	100.0
volcano         	100.0
volcanic        	100.0
volatile        	100.0
voices          	100.0
voiceless       	100.0
vocation        	100.0
vocal           	100.0
vladimir        	100.0
vividly         	100.0
vivid           	100.0
vittles         	100.0
vitriol         	100.0
vitality        	100.0
vital           	100.0
vista           	100.0
visits          	100.0
visitors        	100.0
visitor         	100.0
visiting        	100.0
visited         	100.0
visit           	100.0
visions         	100.0
vision          	100.0
visible         	100.0
virtuous        	100.0
virtues         	100.0
virtually       	100.0
virgins         	100.0
virginity       	100.0
virginia        	100.0
virgin          	100.0
virgil          	100.0
violins         	100.0
violin          	100.0
violently       	100.0
violent         	100.0
violence        	100.0
violator        	100.0
violated        	100.0
vines           	100.0
vine            	100.0
vindictiveness  	100.0
vindictive      	100.0
vindication     	100.0
vindicated      	100.0
vindicate       	100.0
villeroy        	100.0
villefort       	100.0
villages        	100.0
village         	100.0
vile            	100.0
vigorously      	100.0
vigorous        	100.0
vigilant        	100.0
views           	100.0
viewed          	100.0
vie             	100.0
victory         	100.0
victorious      	100.0
victories       	100.0
victorian       	100.0
victoria        	100.0
victims         	100.0
victimize       	100.0
victim          	100.0
vicomte         	100.0
vicissitudes    	100.0
vicinity        	100.0
vices           	100.0
vicarage        	100.0
vibrant         	100.0
viands          	100.0
viaduct         	100.0
vexation        	100.0
vesture         	100.0
vestry          	100.0
vestments       	100.0
vestige         	100.0
vessels         	100.0
vessel          	100.0
vertebral       	100.0
version         	100.0
verses          	100.0
vernon          	100.0
vernacular      	100.0
veritable       	100.0
verily          	100.0
verify          	100.0
verge           	100.0
verdict         	100.0
verbs           	100.0
veracity        	100.0
venus           	100.0
venture         	100.0
venomous        	100.0
venial          	100.0
veni            	100.0
vengeful        	100.0
vengeance       	100.0
veneration      	100.0
venerable       	100.0
velvet          	100.0
velocity        	100.0
veins           	100.0
veils           	100.0
veiled          	100.0
veil            	100.0
vehicles        	100.0
vehicle         	100.0
vegetated       	100.0
vegetables      	100.0
vegetable       	100.0
vaunting        	100.0
vaugirard       	100.0
vaudeville      	100.0
vatican         	100.0
vastness        	100.0
vastly          	100.0
vast            	100.0
vassals         	100.0
vassal          	100.0
vases           	100.0
varying         	100.0
variously       	100.0
various         	100.0
variety         	100.0
varieties       	100.0
varies          	100.0
variations      	100.0
variance        	100.0
vapor           	100.0
vanquished      	100.0
vanity          	100.0
vanities        	100.0
vanishes        	100.0
vanished        	100.0
vanderpool      	100.0
vandals         	100.0
vandal          	100.0
van             	100.0
values          	100.0
valued          	100.0
value           	100.0
valuables       	100.0
valuable        	100.0
valley          	100.0
valjean         	100.0
valhalla        	100.0
valentine       	100.0
vainly          	100.0
vaguely         	100.0
vagaries        	100.0
vagabonds       	100.0
vacuum          	100.0
vacation        	100.0
vacantly        	100.0
vacant          	100.0
vacancy         	100.0
uttering        	100.0
utterances      	100.0
utilize         	100.0
utility         	100.0
utah            	100.0
usurper         	100.0
using           	100.0
usest           	100.0
uses            	100.0
usefulness      	100.0
useful          	100.0
urging          	100.0
urgent          	100.0
urgency         	100.0
urge            	100.0
urchin          	100.0
urania          	100.0
upward          	100.0
upside          	100.0
upset           	100.0
upright         	100.0
uppermost       	100.0
uplifted        	100.0
upheaval        	100.0
upbraided       	100.0
unworldly       	100.0
unwept          	100.0
unwearied       	100.0
unwarily        	100.0
unvarying       	100.0
unvarnished     	100.0
unusually       	100.0
unusual         	100.0
untrustworthy   	100.0
untried         	100.0
untreated       	100.0
untoward        	100.0
untouched       	100.0
untidiness      	100.0
untasted        	100.0
unswerving      	100.0
unsuspecting    	100.0
unsuspected     	100.0
unsupported     	100.0
unsupportable   	100.0
unsuccessful    	100.0
unsteadiness    	100.0
unspoken        	100.0
unspeakably     	100.0
unsound         	100.0
unsolved        	100.0
unsoldierly     	100.0
unskilled       	100.0
unshapely       	100.0
unsettled       	100.0
unseparated     	100.0
unselfishness   	100.0
unselfish       	100.0
unseen          	100.0
unseemly        	100.0
unseasonable    	100.0
unsatisfied     	100.0
unsatisfactory  	100.0
unsaid          	100.0
unrewarded      	100.0
unreservedly    	100.0
unremittingly   	100.0
unreasonably    	100.0
unreasonable    	100.0
unreal          	100.0
unquestionably  	100.0
unpressed       	100.0
unprecedented   	100.0
unpopular       	100.0
unpleasing      	100.0
unpleasant      	100.0
unperceived     	100.0
unpaved         	100.0
unpardonably    	100.0
unparalleled    	100.0
unpalatable     	100.0
unofficial      	100.0
unobserved      	100.0
unnecessarily   	100.0
unnatural       	100.0
unmistakably    	100.0
unmeaning       	100.0
unluckily       	100.0
unlooked        	100.0
unlocks         	100.0
unlocked        	100.0
unlock          	100.0
unloaded        	100.0
unlikely        	100.0
unlighted       	100.0
unkind          	100.0
unjustly        	100.0
unjust          	100.0
university      	100.0
universally     	100.0
universal       	100.0
unity           	100.0
unites          	100.0
unit            	100.0
unison          	100.0
unique          	100.0
unionists       	100.0
union           	100.0
unintelligible  	100.0
uninjured       	100.0
uninhabited     	100.0
uninhabitable   	100.0
unimportant     	100.0
uniformly       	100.0
uniformed       	100.0
uniform         	100.0
unicorn         	100.0
unhinged        	100.0
unheard         	100.0
unhappy         	100.0
unhappiness     	100.0
ungraciously    	100.0
ungracious      	100.0
ungainly        	100.0
unfounded       	100.0
unfortunately   	100.0
unfortunate     	100.0
unforgettable   	100.0
unfold          	100.0
unflattering    	100.0
unfinished      	100.0
unfeeling       	100.0
unfastening     	100.0
unfairly        	100.0
unfair          	100.0
unfailing       	100.0
unexplained     	100.0
unexperienced   	100.0
unexpectedly    	100.0
unexpected      	100.0
unexceptionably 	100.0
unevenly        	100.0
unerring        	100.0
unequal         	100.0
uneasiness      	100.0
unearthly       	100.0
undue           	100.0
undressing      	100.0
undoubtedly     	100.0
undoing         	100.0
undo            	100.0
undivided       	100.0
undisturbed     	100.0
undisciplined   	100.0
undesired       	100.0
underworld      	100.0
underwood       	100.0
underwater      	100.0
undertook       	100.0
undertone       	100.0
undertakers     	100.0
undertake       	100.0
understanding   	100.0
underneath      	100.0
undermine       	100.0
underground     	100.0
undergone       	100.0
undecided       	100.0
undeceived      	100.0
undaunted       	100.0
uncouth         	100.0
uncontrollable  	100.0
unconstitutionality 	100.0
unconsidered    	100.0
unconsciously   	100.0
unconscious     	100.0
unconnected     	100.0
unconcern       	100.0
uncompromising  	100.0
uncomprehending 	100.0
uncomplainingly 	100.0
uncommonly      	100.0
uncommon        	100.0
uncomfortably   	100.0
uncomfortable   	100.0
uncloud         	100.0
unclosed        	100.0
uncles          	100.0
uncivil         	100.0
unchecked       	100.0
uncharitableness 	100.0
unchanged       	100.0
uncertainty     	100.0
uncertain       	100.0
unceasingly     	100.0
uncanny         	100.0
unbuttoning     	100.0
unburied        	100.0
unburden        	100.0
unbridled       	100.0
unborn          	100.0
unbolt          	100.0
unbelievable    	100.0
unbelief        	100.0
unbearable      	100.0
unbarring       	100.0
unaware         	100.0
unavoidable     	100.0
unanimously     	100.0
unanimous       	100.0
unalterable     	100.0
unaffected      	100.0
unadulterated   	100.0
unadorned       	100.0
unaccountable   	100.0
unaccomplished  	100.0
una             	100.0
umbilical       	100.0
ultimately      	100.0
ultimate        	100.0
uglier          	100.0
tyson           	100.0
tyrants         	100.0
tyrant          	100.0
tyranny         	100.0
typical         	100.0
type            	100.0
twixt           	100.0
twittering      	100.0
twitched        	100.0
twister         	100.0
twisted         	100.0
twist           	100.0
twins           	100.0
twinkling       	100.0
twinkled        	100.0
twin            	100.0
twilight        	100.0
twigs           	100.0
twice           	100.0
twentieth       	100.0
twelve          	100.0
twain           	100.0
turtle          	100.0
turrets         	100.0
turret          	100.0
turnpike        	100.0
turnips         	100.0
turning         	100.0
turmoil         	100.0
turk            	100.0
turbulent       	100.0
tunes           	100.0
tumultuous      	100.0
tumult          	100.0
tumbling        	100.0
tumbles         	100.0
tumblers        	100.0
tumbler         	100.0
tumbled         	100.0
tug             	100.0
tuft            	100.0
tuberculous     	100.0
trying          	100.0
truthful        	100.0
truth           	100.0
trusty          	100.0
trustworthy     	100.0
trusts          	100.0
trustee         	100.0
trusted         	100.0
trusses         	100.0
trunks          	100.0
trunk           	100.0
trundled        	100.0
trumpets        	100.0
truly           	100.0
truffles        	100.0
trudged         	100.0
trucks          	100.0
truckling       	100.0
trouts          	100.0
trout           	100.0
trousers        	100.0
troubling       	100.0
troubles        	100.0
trouble         	100.0
trotting        	100.0
trotted         	100.0
tropical        	100.0
trophies        	100.0
troops          	100.0
troopers        	100.0
troop           	100.0
troll           	100.0
trivet          	100.0
triumphing      	100.0
triumphed       	100.0
triumphantly    	100.0
triumphant      	100.0
tripping        	100.0
tripped         	100.0
triple          	100.0
trip            	100.0
trinket         	100.0
trinity         	100.0
trimness        	100.0
trim            	100.0
trilogies       	100.0
trifling        	100.0
trifle          	100.0
tries           	100.0
tricks          	100.0
trickling       	100.0
trick           	100.0
trice           	100.0
triangle        	100.0
trials          	100.0
trial           	100.0
trevelyans      	100.0
trend           	100.0
tremulously     	100.0
tremulous       	100.0
tremor          	100.0
tremendously    	100.0
tremblingly     	100.0
trembling       	100.0
trembled        	100.0
tremble         	100.0
treaty          	100.0
treats          	100.0
treatment       	100.0
treating        	100.0
treated         	100.0
treasures       	100.0
treasured       	100.0
treasure        	100.0
treasons        	100.0
treadmill       	100.0
treacherously   	100.0
tray            	100.0
travilla        	100.0
travesty        	100.0
traversed       	100.0
travels         	100.0
travelers       	100.0
trash           	100.0
trapped         	100.0
transubstantiation 	100.0
transship       	100.0
transported     	100.0
transparent     	100.0
transmutation   	100.0
translator      	100.0
translation     	100.0
translating     	100.0
translated      	100.0
translate       	100.0
transitoriness  	100.0
transition      	100.0
transient       	100.0
transgressor    	100.0
transforming    	100.0
transformed     	100.0
transfixed      	100.0
transfigured    	100.0
transferred     	100.0
transference    	100.0
transfer        	100.0
transcript      	100.0
transcend       	100.0
transactions    	100.0
tranquil        	100.0
trance          	100.0
trampling       	100.0
trampled        	100.0
trample         	100.0
tramp           	100.0
traits          	100.0
traitress       	100.0
traitor         	100.0
trains          	100.0
training        	100.0
trained         	100.0
train           	100.0
trail           	100.0
tragic          	100.0
tragedies       	100.0
traffic         	100.0
traditions      	100.0
traditional     	100.0
tradition       	100.0
trading         	100.0
trades          	100.0
trade           	100.0
tracing         	100.0
traces          	100.0
traced          	100.0
traceable       	100.0
trace           	100.0
toys            	100.0
towns           	100.0
towers          	100.0
towering        	100.0
towered         	100.0
tower           	100.0
tournaments     	100.0
touchingly      	100.0
touching        	100.0
touches         	100.0
touch           	100.0
toting          	100.0
totally         	100.0
total           	100.0
tossing         	100.0
torturing       	100.0
tortures        	100.0
torture         	100.0
torrents        	100.0
torrent         	100.0
torpid          	100.0
tormenting      	100.0
tormented       	100.0
topsails        	100.0
tops            	100.0
topmost         	100.0
topics          	100.0
topic           	100.0
topeka          	100.0
top             	100.0
tooth           	100.0
tons            	100.0
tonic           	100.0
tongues         	100.0
toned           	100.0
toms            	100.0
tommy           	100.0
tomatoes        	100.0
toleration      	100.0
tolerably       	100.0
tolerable       	100.0
toledans        	100.0
tokyo           	100.0
token           	100.0
toils           	100.0
toiling         	100.0
toilet          	100.0
toil            	100.0
toe             	100.0
toddle          	100.0
tobacco         	100.0
toasted         	100.0
titter          	100.0
tiring          	100.0
tireless        	100.0
tips            	100.0
tippling        	100.0
tipped          	100.0
tiny            	100.0
tints           	100.0
tinsmith        	100.0
tinsel          	100.0
tinkled         	100.0
tinkle          	100.0
tingling        	100.0
tingled         	100.0
tinged          	100.0
tinge           	100.0
tinctured       	100.0
timorous        	100.0
timidly         	100.0
timey           	100.0
timber          	100.0
tilted          	100.0
tillers         	100.0
tiles           	100.0
tiled           	100.0
tightly         	100.0
tighter         	100.0
tightening      	100.0
tightened       	100.0
tighten         	100.0
tight           	100.0
tiger           	100.0
tied            	100.0
tidings         	100.0
ticks           	100.0
ticklish        	100.0
tiber           	100.0
thursday        	100.0
thundercloud    	100.0
thunder         	100.0
thumb           	100.0
thrusting       	100.0
thrust          	100.0
thrushes        	100.0
thrown          	100.0
throwing        	100.0
throughout      	100.0
throngs         	100.0
throne          	100.0
throbs          	100.0
throbbings      	100.0
throbbed        	100.0
throb           	100.0
throats         	100.0
thriving        	100.0
thrilling       	100.0
thrilled        	100.0
thrill          	100.0
thriftily       	100.0
thrice          	100.0
threshold       	100.0
threatens       	100.0
threatening     	100.0
threatened      	100.0
threads         	100.0
thrall          	100.0
thrace          	100.0
thousands       	100.0
thoughtless     	100.0
thoughtful      	100.0
thoughted       	100.0
thoroughly      	100.0
thornton        	100.0
thorn           	100.0
thor            	100.0
thompson        	100.0
thither         	100.0
thirtieth       	100.0
thirteen        	100.0
thirsty         	100.0
thirds          	100.0
thirdly         	100.0
thin            	100.0
thicket         	100.0
thickest        	100.0
thickens        	100.0
thickening      	100.0
thickened       	100.0
theyve          	100.0
thermometer     	100.0
therewith       	100.0
thereupon       	100.0
thereby         	100.0
thereabouts     	100.0
theory          	100.0
theories        	100.0
theoretical     	100.0
theology        	100.0
theological     	100.0
theologians     	100.0
theodosius      	100.0
themselves      	100.0
themes          	100.0
theme           	100.0
theatrical      	100.0
theatres        	100.0
thanking        	100.0
thankfulness    	100.0
thankful        	100.0
thanked         	100.0
text            	100.0
texas           	100.0
testing         	100.0
testimonies     	100.0
testily         	100.0
testify         	100.0
tested          	100.0
terrorist       	100.0
terror          	100.0
territory       	100.0
territorial     	100.0
terrifying      	100.0
terrified       	100.0
terrific        	100.0
terribly        	100.0
terrible        	100.0
terran          	100.0
terraced        	100.0
terms           	100.0
terminating     	100.0
termed          	100.0
term            	100.0
tenth           	100.0
tense           	100.0
tennessee       	100.0
tenfold         	100.0
tending         	100.0
tenderness      	100.0
tenderly        	100.0
tendered        	100.0
tendency        	100.0
tended          	100.0
tend            	100.0
tenants         	100.0
tenanted        	100.0
tenacity        	100.0
temptress       	100.0
tempted         	100.0
temptation      	100.0
tempt           	100.0
temporal        	100.0
tempo           	100.0
temples         	100.0
temple          	100.0
tempest         	100.0
tempered        	100.0
temperate       	100.0
temperament     	100.0
temper          	100.0
tells           	100.0
telling         	100.0
teller          	100.0
television      	100.0
telescope       	100.0
telephone       	100.0
telemetering    	100.0
telegram        	100.0
telecast        	100.0
telamon         	100.0
teens           	100.0
tedious         	100.0
technology      	100.0
technique       	100.0
technical       	100.0
tease           	100.0
tearing         	100.0
teaching        	100.0
teaches         	100.0
teachers        	100.0
teacher         	100.0
taxes           	100.0
taxed           	100.0
tavern          	100.0
taught          	100.0
tatters         	100.0
tastes          	100.0
tastefully      	100.0
tasted          	100.0
taste           	100.0
task            	100.0
tarts           	100.0
tarry           	100.0
tarpaulin       	100.0
tarnish         	100.0
tardy           	100.0
taras           	100.0
tarantula       	100.0
tar             	100.0
tapis           	100.0
tapestry        	100.0
tapestries      	100.0
tap             	100.0
tankards        	100.0
tankard         	100.0
tangled         	100.0
tangle          	100.0
tang            	100.0
tampered        	100.0
tames           	100.0
talons          	100.0
talmash         	100.0
talks           	100.0
talking         	100.0
talkers         	100.0
talisman        	100.0
talents         	100.0
talented        	100.0
taking          	100.0
takes           	100.0
taker           	100.0
taken           	100.0
tainting        	100.0
tainted         	100.0
tails           	100.0
tailors         	100.0
tailor          	100.0
tail            	100.0
tags            	100.0
tagging         	100.0
tag             	100.0
tactics         	100.0
tactful         	100.0
tact            	100.0
tablet          	100.0
tables          	100.0
tabernacle      	100.0
systems         	100.0
syringe         	100.0
syria           	100.0
synonym         	100.0
synagogues      	100.0
symptoms        	100.0
symptom         	100.0
symposium       	100.0
sympathy        	100.0
sympathized     	100.0
sympathize      	100.0
sympathies      	100.0
sympathetic     	100.0
symbols         	100.0
symbolic        	100.0
sylvania        	100.0
sylvan          	100.0
syllogism       	100.0
syllable        	100.0
sycamores       	100.0
swung           	100.0
sworn           	100.0
swore           	100.0
swords          	100.0
swooped         	100.0
switched        	100.0
switch          	100.0
swirling        	100.0
swinging        	100.0
swing           	100.0
swindling       	100.0
swims           	100.0
swimming        	100.0
swim            	100.0
swiftness       	100.0
swiftly         	100.0
swifter         	100.0
swift           	100.0
swept           	100.0
swelling        	100.0
swelled         	100.0
sweets          	100.0
sweetness       	100.0
sweetmeats      	100.0
sweetest        	100.0
sweetbreads     	100.0
sweeping        	100.0
swedish         	100.0
sweating        	100.0
sweated         	100.0
swear           	100.0
swaying         	100.0
swayed          	100.0
sway            	100.0
swarms          	100.0
swarming        	100.0
swarmed         	100.0
sward           	100.0
swamp           	100.0
swam            	100.0
swallowing      	100.0
swallowers      	100.0
swallowed       	100.0
swallow         	100.0
sustenance      	100.0
sustained       	100.0
suspiciously    	100.0
suspicious      	100.0
suspicion       	100.0
suspense        	100.0
suspenders      	100.0
suspect         	100.0
susans          	100.0
susan           	100.0
survived        	100.0
survival        	100.0
surveys         	100.0
surveyed        	100.0
survey          	100.0
surrounds       	100.0
surroundings    	100.0
surrounding     	100.0
surrounded      	100.0
surround        	100.0
surrendering    	100.0
surrendered     	100.0
surrender       	100.0
surprising      	100.0
surprise        	100.0
surplice        	100.0
surpassed       	100.0
surpass         	100.0
surnamed        	100.0
surmounted      	100.0
surmised        	100.0
surgery         	100.0
surgeon         	100.0
surfaces        	100.0
surest          	100.0
surcharged      	100.0
surbiton        	100.0
supremely       	100.0
suppressing     	100.0
suppress        	100.0
supposition     	100.0
supposing       	100.0
supposes        	100.0
supporting      	100.0
supported       	100.0
support         	100.0
supplying       	100.0
supply          	100.0
supplies        	100.0
supplied        	100.0
supplication    	100.0
suppers         	100.0
superstitious   	100.0
superstition    	100.0
superseded      	100.0
superposition   	100.0
supernatural    	100.0
supernaculum    	100.0
superlative     	100.0
superiors       	100.0
superiority     	100.0
superintendent  	100.0
superintendence 	100.0
superfluous     	100.0
superfluities   	100.0
superficial     	100.0
sup             	100.0
sunshiny        	100.0
sunshine        	100.0
sunset          	100.0
sunrise         	100.0
sunny           	100.0
sunlight        	100.0
sunflower       	100.0
sundry          	100.0
sunday          	100.0
sunburnt        	100.0
sunbeams        	100.0
sums            	100.0
summons         	100.0
summoning       	100.0
summoned        	100.0
summon          	100.0
summary         	100.0
sultry          	100.0
sulphuric       	100.0
sullenly        	100.0
sulkily         	100.0
suitably        	100.0
suitable        	100.0
suicide         	100.0
sugriva         	100.0
suggestions     	100.0
suggestion      	100.0
suggested       	100.0
suggest         	100.0
suffocating     	100.0
suffocate       	100.0
sufficiently    	100.0
suffices        	100.0
sufficed        	100.0
sufferings      	100.0
suffering       	100.0
sufferer        	100.0
suffered        	100.0
suffer          	100.0
suddenness      	100.0
sudden          	100.0
suckling        	100.0
suckle          	100.0
sucked          	100.0
succumbing      	100.0
succumbed       	100.0
successor       	100.0
successively    	100.0
successive      	100.0
succession      	100.0
successfully    	100.0
successful      	100.0
successes       	100.0
succeeding      	100.0
succeeded       	100.0
succeed         	100.0
suburbs         	100.0
subtlety        	100.0
substitution    	100.0
substituting    	100.0
substituted     	100.0
substantially   	100.0
substantial     	100.0
substances      	100.0
substance       	100.0
subsistence     	100.0
subsided        	100.0
subsequently    	100.0
subsequent      	100.0
subscribe       	100.0
subordination   	100.0
subordinated    	100.0
subordinate     	100.0
submit          	100.0
submissive      	100.0
submission      	100.0
submarine       	100.0
subjugation     	100.0
subjectively    	100.0
subjection      	100.0
subjected       	100.0
subject         	100.0
subduing        	100.0
subdued         	100.0
sub             	100.0
styles          	100.0
styled          	100.0
sturgeon        	100.0
stupidity       	100.0
stupefied       	100.0
stupefaction    	100.0
stunted         	100.0
stunned         	100.0
stumped         	100.0
stump           	100.0
stumbled        	100.0
stuffing        	100.0
studying        	100.0
study           	100.0
studious        	100.0
studies         	100.0
students        	100.0
student         	100.0
stucco          	100.0
stubby          	100.0
struggling      	100.0
struggles       	100.0
struggled       	100.0
struggle        	100.0
structure       	100.0
strove          	100.0
strongly        	100.0
stronghold      	100.0
strongest       	100.0
stronger        	100.0
strollers       	100.0
stroller        	100.0
strolled        	100.0
stroll          	100.0
strokes         	100.0
stroked         	100.0
stroke          	100.0
strode          	100.0
strive          	100.0
strips          	100.0
stripping       	100.0
stripling       	100.0
strings         	100.0
string          	100.0
strindberg      	100.0
strikingly      	100.0
striking        	100.0
strike          	100.0
strife          	100.0
strides         	100.0
strictly        	100.0
strictest       	100.0
strewn          	100.0
stretching      	100.0
strenuously     	100.0
strenuous       	100.0
strengthening   	100.0
strengthened    	100.0
strength        	100.0
streams         	100.0
strays          	100.0
strawberry      	100.0
strawberries    	100.0
stratum         	100.0
stratagem       	100.0
strangling      	100.0
strangers       	100.0
strangeness     	100.0
strangely       	100.0
straits         	100.0
straitened      	100.0
strains         	100.0
straining       	100.0
strained        	100.0
strain          	100.0
straightway     	100.0
straightforward 	100.0
straightens     	100.0
straight        	100.0
straggling      	100.0
stowing         	100.0
stove           	100.0
story           	100.0
storms          	100.0
stories         	100.0
stores          	100.0
storage         	100.0
stops           	100.0
stopping        	100.0
stony           	100.0
stoned          	100.0
stomach         	100.0
stolidly        	100.0
stolen          	100.0
stoicism        	100.0
stoical         	100.0
stoic           	100.0
stockings       	100.0
stocking        	100.0
stockbroker     	100.0
stock           	100.0
stirrups        	100.0
sting           	100.0
stimulate       	100.0
stimulants      	100.0
stillness       	100.0
stifling        	100.0
stifled         	100.0
stifle          	100.0
stiffen         	100.0
stiff           	100.0
sticky          	100.0
sticks          	100.0
sticking        	100.0
stick           	100.0
stewart         	100.0
stewards        	100.0
steward         	100.0
sternest        	100.0
sterile         	100.0
stereos         	100.0
steps           	100.0
stepmother      	100.0
stephens        	100.0
stephen         	100.0
stenographic    	100.0
steering        	100.0
steerage        	100.0
steeple         	100.0
steep           	100.0
steel           	100.0
steed           	100.0
steamy          	100.0
steaming        	100.0
steamed         	100.0
steam           	100.0
steady          	100.0
steadily        	100.0
steadfast       	100.0
stead           	100.0
stays           	100.0
staying         	100.0
status          	100.0
stature         	100.0
statue          	100.0
statuary        	100.0
stations        	100.0
stationed       	100.0
stationary      	100.0
statesmen       	100.0
statesman       	100.0
states          	100.0
statement       	100.0
stately         	100.0
stated          	100.0
starving        	100.0
starved         	100.0
starve          	100.0
startling       	100.0
startled        	100.0
starlit         	100.0
starlight       	100.0
stark           	100.0
staring         	100.0
stares          	100.0
starchy         	100.0
stanza          	100.0
stanley         	100.0
stands          	100.0
standpoint      	100.0
standish        	100.0
standin         	100.0
stamps          	100.0
stamping        	100.0
stamp           	100.0
stammered       	100.0
stalks          	100.0
stalk           	100.0
stakes          	100.0
stairway        	100.0
staircase       	100.0
stain           	100.0
staggering      	100.0
stages          	100.0
stag            	100.0
staff           	100.0
stacked         	100.0
stables         	100.0
squire          	100.0
