Word            	Accuracy 	Count
honoured        	50.0 	2
hoos            	50.0 	2
horribly        	50.0 	2
hose            	50.0 	2
hovel           	50.0 	2
howled          	50.0 	2
hundredth       	50.0 	2
hushed          	50.0 	2
icelandic       	50.0 	2
icon            	50.0 	2
immunity        	50.0 	2
impassible      	50.0 	2
impersonal      	50.0 	2
impertinence    	50.0 	2
impious         	50.0 	2
implacable      	50.0 	2
improve         	50.0 	2
inadequacy      	50.0 	2
incoherent      	50.0 	2
incur           	50.0 	2
indiana         	50.0 	2
inertia         	50.0 	2
infamy          	50.0 	2
inherent        	50.0 	2
intents         	50.0 	2
interment       	50.0 	2
invade          	50.0 	2
invading        	50.0 	2
irreverent      	50.0 	2
irritation      	50.0 	2
ivolgin         	50.0 	2
jams            	50.0 	2
jenkins         	50.0 	2
jester          	50.0 	2
jeweler         	50.0 	2
joan            	50.0 	2
julia           	50.0 	2
julien          	50.0 	2
kidnap          	50.0 	2
knob            	50.0 	2
knowed          	50.0 	2
laboring        	50.0 	2
lacking         	50.0 	2
landscapes      	50.0 	2
lattice         	50.0 	2
lawful          	50.0 	2
lent            	50.0 	2
levied          	50.0 	2
licentious      	50.0 	2
lifes           	50.0 	2
links           	50.0 	2
loosened        	50.0 	2
lording         	50.0 	2
lorenzino       	50.0 	2
lumpy           	50.0 	2
lurid           	50.0 	2
lurking         	50.0 	2
luxuries        	50.0 	2
mare            	50.0 	2
markham         	50.0 	2
matted          	50.0 	2
matting         	50.0 	2
matured         	50.0 	2
maturity        	50.0 	2
meddle          	50.0 	2
menahem         	50.0 	2
mercurial       	50.0 	2
merrily         	50.0 	2
mess            	50.0 	2
midday          	50.0 	2
midian          	50.0 	2
mirabelle       	50.0 	2
missourians     	50.0 	2
mo              	50.0 	2
moaned          	50.0 	2
mobility        	50.0 	2
morn            	50.0 	2
morris          	50.0 	2
moss            	50.0 	2
motioning       	50.0 	2
mountebank      	50.0 	2
mourned         	50.0 	2
mouthed         	50.0 	2
munchkins       	50.0 	2
nancys          	50.0 	2
narrowed        	50.0 	2
navel           	50.0 	2
nearby          	50.0 	2
nearing         	50.0 	2
neighbourhood   	50.0 	2
northfield      	50.0 	2
northumbria     	50.0 	2
octavias        	50.0 	2
odors           	50.0 	2
omar            	50.0 	2
oozing          	50.0 	2
owed            	50.0 	2
palings         	50.0 	2
pall            	50.0 	2
panza           	50.0 	2
parlour         	50.0 	2
parried         	50.0 	2
parsons         	50.0 	2
partook         	50.0 	2
peeped          	50.0 	2
pell            	50.0 	2
peril           	50.0 	2
perseus         	50.0 	2
phantasies      	50.0 	2
phelps          	50.0 	2
picnic          	50.0 	2
pin             	50.0 	2
pious           	50.0 	2
pitts           	50.0 	2
pitying         	50.0 	2
player          	50.0 	2
plundered       	50.0 	2
poorer          	50.0 	2
portal          	50.0 	2
portentous      	50.0 	2
posted          	50.0 	2
practised       	50.0 	2
pranks          	50.0 	2
preceptors      	50.0 	2
preceptory      	50.0 	2
predatory       	50.0 	2
preface         	50.0 	2
prescribed      	50.0 	2
presided        	50.0 	2
probing         	50.0 	2
programme       	50.0 	2
propose         	50.0 	2
proselytes      	50.0 	2
proven          	50.0 	2
pulp            	50.0 	2
quadrille       	50.0 	2
queried         	50.0 	2
quilp           	50.0 	2
quit            	50.0 	2
radicals        	50.0 	2
raged           	50.0 	2
rail            	50.0 	2
ralph           	50.0 	2
ramas           	50.0 	2
reap            	50.0 	2
reared          	50.0 	2
reciter         	50.0 	2
recompense      	50.0 	2
regained        	50.0 	2
reggie          	50.0 	2
rein            	50.0 	2
rending         	50.0 	2
resign          	50.0 	2
respectful      	50.0 	2
restrained      	50.0 	2
reynolds        	50.0 	2
righteous       	50.0 	2
rigor           	50.0 	2
rot             	50.0 	2
rufus           	50.0 	2
rusks           	50.0 	2
rust            	50.0 	2
sacks           	50.0 	2
safeguard       	50.0 	2
saith           	50.0 	2
sanguinary      	50.0 	2
scalp           	50.0 	2
scent           	50.0 	2
scorpion        	50.0 	2
scouting        	50.0 	2
scowled         	50.0 	2
scum            	50.0 	2
searchingly     	50.0 	2
seating         	50.0 	2
serpent         	50.0 	2
serpents        	50.0 	2
session         	50.0 	2
sewing          	50.0 	2
sharpened       	50.0 	2
shrubbery       	50.0 	2
sighted         	50.0 	2
silliness       	50.0 	2
simpleton       	50.0 	2
skirmish        	50.0 	2
slab            	50.0 	2
slaked          	50.0 	2
sling           	50.0 	2
smolensk        	50.0 	2
snatcher        	50.0 	2
snetkov         	50.0 	2
soothingly      	50.0 	2
sparkles        	50.0 	2
spasm           	50.0 	2
sprinkle        	50.0 	2
spurred         	50.0 	2
squeak          	50.0 	2
stain           	50.0 	2
stair           	50.0 	2
stamped         	50.0 	2
starts          	50.0 	2
statesman       	50.0 	2
steed           	50.0 	2
steering        	50.0 	2
stepan          	50.0 	2
stingy          	50.0 	2
stirrup         	50.0 	2
straying        	50.0 	2
striving        	50.0 	2
stunned         	50.0 	2
suck            	50.0 	2
sufferin        	50.0 	2
surmise         	50.0 	2
surround        	50.0 	2
sustains        	50.0 	2
sutter          	50.0 	2
swan            	50.0 	2
swarthy         	50.0 	2
swim            	50.0 	2
swooned         	50.0 	2
synonym         	50.0 	2
tablespoons     	50.0 	2
tamar           	50.0 	2
tarried         	50.0 	2
teal            	50.0 	2
teapot          	50.0 	2
teeming         	50.0 	2
teller          	50.0 	2
templar         	50.0 	2
tenfold         	50.0 	2
theme           	50.0 	2
theology        	50.0 	2
thereupon       	50.0 	2
thicket         	50.0 	2
thighs          	50.0 	2
thirteenth      	50.0 	2
thrilled        	50.0 	2
thurston        	50.0 	2
ticking         	50.0 	2
tightened       	50.0 	2
tourmaline      	50.0 	2
transformed     	50.0 	2
travelled       	50.0 	2
trinity         	50.0 	2
troubling       	50.0 	2
turnips         	50.0 	2
tutors          	50.0 	2
twain           	50.0 	2
twelfth         	50.0 	2
twin            	50.0 	2
tyrants         	50.0 	2
unfavourable    	50.0 	2
uns             	50.0 	2
untutored       	50.0 	2
usurper         	50.0 	2
utah            	50.0 	2
v               	50.0 	2
valour          	50.0 	2
vanderpool      	50.0 	2
variability     	50.0 	2
veils           	50.0 	2
velocity        	50.0 	2
version         	50.0 	2
virgins         	50.0 	2
wabigoons       	50.0 	2
wagons          	50.0 	2
wallet          	50.0 	2
warren          	50.0 	2
warrentons      	50.0 	2
wary            	50.0 	2
watches         	50.0 	2
wearer          	50.0 	2
wetting         	50.0 	2
whirled         	50.0 	2
witches         	50.0 	2
witty           	50.0 	2
workman         	50.0 	2
wrestled        	50.0 	2
writ            	50.0 	2
yulka           	50.0 	2
zest            	50.0 	2
gentlemen       	52.0 	23
em              	53.0 	15
knight          	53.0 	15
confusion       	55.0 	11
al              	56.0 	16
indifferent     	56.0 	9
pleaded         	56.0 	9
stairs          	57.0 	14
buns            	57.0 	7
colors          	57.0 	7
doris           	57.0 	7
gamewell        	57.0 	7
honourable      	57.0 	7
nest            	57.0 	7
ojo             	57.0 	7
pete            	57.0 	7
shady           	57.0 	7
weve            	58.0 	12
o               	59.0 	85
youve           	59.0 	22
fill            	60.0 	10
merry           	60.0 	10
whos            	60.0 	10
amid            	60.0 	5
artists         	60.0 	5
basil           	60.0 	5
belonged        	60.0 	5
bond            	60.0 	5
bred            	60.0 	5
burgundy        	60.0 	5
debt            	60.0 	5
defence         	60.0 	5
define          	60.0 	5
deuce           	60.0 	5
disregarded     	60.0 	5
dwelt           	60.0 	5
echoed          	60.0 	5
ensued          	60.0 	5
festive         	60.0 	5
haired          	60.0 	5
haunt           	60.0 	5
hay             	60.0 	5
hopeful         	60.0 	5
hurstwood       	60.0 	5
inch            	60.0 	5
itll            	60.0 	5
j               	60.0 	5
jago            	60.0 	5
janes           	60.0 	5
lust            	60.0 	5
mansion         	60.0 	5
mormon          	60.0 	5
mourning        	60.0 	5
ounce           	60.0 	5
planned         	60.0 	5
popham          	60.0 	5
rider           	60.0 	5
route           	60.0 	5
ruled           	60.0 	5
scared          	60.0 	5
signed          	60.0 	5
steel           	60.0 	5
sum             	60.0 	5
tremble         	60.0 	5
veiled          	60.0 	5
bow             	62.0 	13
hers            	62.0 	13
philip          	62.0 	13
beak            	62.0 	8
halt            	62.0 	8
presents        	62.0 	8
rejoined        	62.0 	8
toast           	62.0 	8
chapter         	64.0 	11
hence           	64.0 	11
hester          	64.0 	11
sole            	64.0 	11
dont            	65.0 	203
oh              	65.0 	137
ear             	65.0 	20
sin             	65.0 	20
yes             	67.0 	164
youll           	67.0 	24
aid             	67.0 	12
eyed            	67.0 	12
hastened        	67.0 	12
shone           	67.0 	12
allah           	67.0 	9
boris           	67.0 	9
bowed           	67.0 	9
calm            	67.0 	9
dost            	67.0 	9
gates           	67.0 	9
intelligent     	67.0 	9
lighted         	67.0 	9
oppressed       	67.0 	9
stepped         	67.0 	9
won             	67.0 	9
burned          	67.0 	6
conseil         	67.0 	6
decidedly       	67.0 	6
downstairs      	67.0 	6
greet           	67.0 	6
guilt           	67.0 	6
henrietta       	67.0 	6
hopeless        	67.0 	6
joke            	67.0 	6
mortal          	67.0 	6
nan             	67.0 	6
obey            	67.0 	6
port            	67.0 	6
rescue          	67.0 	6
reserve         	67.0 	6
results         	67.0 	6
shaggy          	67.0 	6
stuff           	67.0 	6
sweetness       	67.0 	6
travellers      	67.0 	6
tumbled         	67.0 	6
wash            	67.0 	6
worn            	67.0 	6
abundant        	67.0 	3
acted           	67.0 	3
alighted        	67.0 	3
amused          	67.0 	3
apprentice      	67.0 	3
arched          	67.0 	3
assyria         	67.0 	3
athens          	67.0 	3
augmented       	67.0 	3
awe             	67.0 	3
beams           	67.0 	3
bend            	67.0 	3
beseech         	67.0 	3
bid             	67.0 	3
bingham         	67.0 	3
blankly         	67.0 	3
bleeding        	67.0 	3
blodgett        	67.0 	3
blossom         	67.0 	3
bogus           	67.0 	3
bolkonski       	67.0 	3
boon            	67.0 	3
bough           	67.0 	3
bronze          	67.0 	3
bruce           	67.0 	3
bubbles         	67.0 	3
buggy           	67.0 	3
burnt           	67.0 	3
cab             	67.0 	3
camel           	67.0 	3
castles         	67.0 	3
cent            	67.0 	3
chased          	67.0 	3
chatterton      	67.0 	3
cheap           	67.0 	3
cheer           	67.0 	3
chiefs          	67.0 	3
chop            	67.0 	3
chuckled        	67.0 	3
cleverness      	67.0 	3
clothed         	67.0 	3
complacently    	67.0 	3
confound        	67.0 	3
consists        	67.0 	3
corrals         	67.0 	3
courtiers       	67.0 	3
crept           	67.0 	3
currents        	67.0 	3
curved          	67.0 	3
daly            	67.0 	3
debts           	67.0 	3
dessert         	67.0 	3
differ          	67.0 	3
discordant      	67.0 	3
disobeyed       	67.0 	3
drip            	67.0 	3
drums           	67.0 	3
ducks           	67.0 	3
dulcinea        	67.0 	3
edition         	67.0 	3
elected         	67.0 	3
embarrassed     	67.0 	3
emerald         	67.0 	3
enchantment     	67.0 	3
engage          	67.0 	3
enslaved        	67.0 	3
entering        	67.0 	3
era             	67.0 	3
errors          	67.0 	3
essentially     	67.0 	3
excluded        	67.0 	3
exhausted       	67.0 	3
expose          	67.0 	3
fanciful        	67.0 	3
felicity        	67.0 	3
ferns           	67.0 	3
ferry           	67.0 	3
fifteenth       	67.0 	3
fix             	67.0 	3
flames          	67.0 	3
flossie         	67.0 	3
footnote        	67.0 	3
foreman         	67.0 	3
foremost        	67.0 	3
gait            	67.0 	3
gillis          	67.0 	3
glared          	67.0 	3
gleamed         	67.0 	3
glories         	67.0 	3
gordons         	67.0 	3
gotten          	67.0 	3
graveyard       	67.0 	3
gut             	67.0 	3
hans            	67.0 	3
harp            	67.0 	3
haul            	67.0 	3
hens            	67.0 	3
heretics        	67.0 	3
hesitate        	67.0 	3
humor           	67.0 	3
humph           	67.0 	3
imply           	67.0 	3
inasmuch        	67.0 	3
infamous        	67.0 	3
influenced      	67.0 	3
innocently      	67.0 	3
int             	67.0 	3
jaw             	67.0 	3
journeyed       	67.0 	3
judah           	67.0 	3
justly          	67.0 	3
knave           	67.0 	3
knelt           	67.0 	3
lain            	67.0 	3
latch           	67.0 	3
leech           	67.0 	3
lesser          	67.0 	3
liddy           	67.0 	3
limb            	67.0 	3
limp            	67.0 	3
lookout         	67.0 	3
loosely         	67.0 	3
louvre          	67.0 	3
luna            	67.0 	3
makers          	67.0 	3
marjorie        	67.0 	3
marshall        	67.0 	3
measures        	67.0 	3
mend            	67.0 	3
merrick         	67.0 	3
mischievous     	67.0 	3
mittens         	67.0 	3
morals          	67.0 	3
mortar          	67.0 	3
mowed           	67.0 	3
napoleon        	67.0 	3
natty           	67.0 	3
nemesis         	67.0 	3
nervousness     	67.0 	3
nettles         	67.0 	3
nigh            	67.0 	3
nightly         	67.0 	3
nut             	67.0 	3
opponent        	67.0 	3
oracle          	67.0 	3
orleans         	67.0 	3
oval            	67.0 	3
pane            	67.0 	3
pearls          	67.0 	3
peppers         	67.0 	3
per             	67.0 	3
pickering       	67.0 	3
plank           	67.0 	3
plead           	67.0 	3
plucking        	67.0 	3
politeness      	67.0 	3
pommel          	67.0 	3
pond            	67.0 	3
posse           	67.0 	3
possesses       	67.0 	3
preserves       	67.0 	3
prettiest       	67.0 	3
priests         	67.0 	3
proclus         	67.0 	3
prow            	67.0 	3
rack            	67.0 	3
rapidity        	67.0 	3
recommend       	67.0 	3
regents         	67.0 	3
reigns          	67.0 	3
reliance        	67.0 	3
remnant         	67.0 	3
reverie         	67.0 	3
ridden          	67.0 	3
rightly         	67.0 	3
robbing         	67.0 	3
rude            	67.0 	3
rushing         	67.0 	3
sawyer          	67.0 	3
scornful        	67.0 	3
seasoned        	67.0 	3
severed         	67.0 	3
shag            	67.0 	3
shannon         	67.0 	3
shiver          	67.0 	3
sickness        	67.0 	3
silenced        	67.0 	3
skies           	67.0 	3
slice           	67.0 	3
smelt           	67.0 	3
snellings       	67.0 	3
snob            	67.0 	3
solomon         	67.0 	3
sombrero        	67.0 	3
sped            	67.0 	3
splendour       	67.0 	3
spose           	67.0 	3
sticks          	67.0 	3
stifle          	67.0 	3
sting           	67.0 	3
straightway     	67.0 	3
stripped        	67.0 	3
successes       	67.0 	3
summers         	67.0 	3
summit          	67.0 	3
thralls         	67.0 	3
tidings         	67.0 	3
tiptoe          	67.0 	3
totty           	67.0 	3
tranquil        	67.0 	3
treble          	67.0 	3
trend           	67.0 	3
trifle          	67.0 	3
trod            	67.0 	3
truce           	67.0 	3
truthful        	67.0 	3
unit            	67.0 	3
vale            	67.0 	3
vengeful        	67.0 	3
ventured        	67.0 	3
villefort       	67.0 	3
vintage         	67.0 	3
weakened        	67.0 	3
web             	67.0 	3
welsh           	67.0 	3
whirl           	67.0 	3
wonders         	67.0 	3
woollen         	67.0 	3
worlds          	67.0 	3
wrangler        	67.0 	3
wreaths         	67.0 	3
yea             	67.0 	3
yelled          	67.0 	3
ones            	68.0 	31
peace           	69.0 	39
straight        	69.0 	16
alas            	69.0 	13
named           	69.0 	13
eye             	70.0 	44
chris           	70.0 	33
morrow          	70.0 	30
afford          	70.0 	10
instinct        	70.0 	10
nights          	70.0 	10
papa            	70.0 	10
exclaimed       	71.0 	38
guide           	71.0 	21
crossed         	71.0 	14
slipped         	71.0 	14
tis             	71.0 	14
aim             	71.0 	7
bay             	71.0 	7
behold          	71.0 	7
crab            	71.0 	7
descend         	71.0 	7
divide          	71.0 	7
forests         	71.0 	7
hut             	71.0 	7
poured          	71.0 	7
prioress        	71.0 	7
pursued         	71.0 	7
ruby            	71.0 	7
slain           	71.0 	7
sonya           	71.0 	7
vessel          	71.0 	7
ill             	72.0 	100
cried           	73.0 	83
ive             	73.0 	51
ought           	73.0 	51
isnt            	73.0 	22
kenneth         	73.0 	15
horrible        	73.0 	11
nay             	73.0 	11
olive           	73.0 	11
stayed          	73.0 	11
leslie          	74.0 	23
cant            	75.0 	69
sick            	75.0 	16
wondered        	75.0 	16
dull            	75.0 	12
yard            	75.0 	12
aloud           	75.0 	8
anyhow          	75.0 	8
bought          	75.0 	8
car             	75.0 	8
centre          	75.0 	8
confessed       	75.0 	8
informed        	75.0 	8
jackal          	75.0 	8
l               	75.0 	8
lend            	75.0 	8
lucky           	75.0 	8
milton          	75.0 	8
tear            	75.0 	8
wasnt           	75.0 	8
wickers         	75.0 	8
accents         	75.0 	4
acute           	75.0 	4
admission       	75.0 	4
amuse           	75.0 	4
answering       	75.0 	4
appearances     	75.0 	4
approve         	75.0 	4
assault         	75.0 	4
asserted        	75.0 	4
assistant       	75.0 	4
athlete         	75.0 	4
attacked        	75.0 	4
awfully         	75.0 	4
beef            	75.0 	4
behaviour       	75.0 	4
belinda         	75.0 	4
benches         	75.0 	4
bewilderment    	75.0 	4
bigger          	75.0 	4
blueskins       	75.0 	4
brass           	75.0 	4
brooding        	75.0 	4
cable           	75.0 	4
capture         	75.0 	4
cares           	75.0 	4
cargo           	75.0 	4
chelford        	75.0 	4
claimed         	75.0 	4
cleaned         	75.0 	4
cleaning        	75.0 	4
clerical        	75.0 	4
climate         	75.0 	4
commissioned    	75.0 	4
composed        	75.0 	4
conducted       	75.0 	4
consulted       	75.0 	4
cyril           	75.0 	4
danced          	75.0 	4
decay           	75.0 	4
deceiving       	75.0 	4
deer            	75.0 	4
denial          	75.0 	4
designed        	75.0 	4
dip             	75.0 	4
dried           	75.0 	4
elect           	75.0 	4
embarked        	75.0 	4
enraged         	75.0 	4
equals          	75.0 	4
extract         	75.0 	4
fade            	75.0 	4
faintly         	75.0 	4
fiercely        	75.0 	4
fluttering      	75.0 	4
frederick       	75.0 	4
frighten        	75.0 	4
frivolous       	75.0 	4
giant           	75.0 	4
gleaming        	75.0 	4
glided          	75.0 	4
guns            	75.0 	4
hardy           	75.0 	4
headlong        	75.0 	4
hedge           	75.0 	4
homage          	75.0 	4
ills            	75.0 	4
imperfect       	75.0 	4
impertinent     	75.0 	4
imprisoned      	75.0 	4
inconvenience   	75.0 	4
industrious     	75.0 	4
inexplicable    	75.0 	4
insignificant   	75.0 	4
insist          	75.0 	4
inspired        	75.0 	4
judged          	75.0 	4
kinder          	75.0 	4
kindled         	75.0 	4
knee            	75.0 	4
ladder          	75.0 	4
lagoon          	75.0 	4
lane            	75.0 	4
lawn            	75.0 	4
list            	75.0 	4
literally       	75.0 	4
lobby           	75.0 	4
loft            	75.0 	4
longed          	75.0 	4
martin          	75.0 	4
mormons         	75.0 	4
morton          	75.0 	4
neighbour       	75.0 	4
nests           	75.0 	4
non             	75.0 	4
oak             	75.0 	4
overheard       	75.0 	4
owe             	75.0 	4
pigeon          	75.0 	4
poles           	75.0 	4
preach          	75.0 	4
prophet         	75.0 	4
pump            	75.0 	4
quicker         	75.0 	4
quilt           	75.0 	4
radiant         	75.0 	4
ram             	75.0 	4
recite          	75.0 	4
refuses         	75.0 	4
rescued         	75.0 	4
resigned        	75.0 	4
respects        	75.0 	4
roared          	75.0 	4
robert          	75.0 	4
rolls           	75.0 	4
sailors         	75.0 	4
sails           	75.0 	4
saloon          	75.0 	4
scotch          	75.0 	4
seed            	75.0 	4
settlement      	75.0 	4
shawl           	75.0 	4
silas           	75.0 	4
silently        	75.0 	4
smoker          	75.0 	4
spit            	75.0 	4
squatted        	75.0 	4
starve          	75.0 	4
steep           	75.0 	4
stephen         	75.0 	4
stewpan         	75.0 	4
stored          	75.0 	4
stray           	75.0 	4
strove          	75.0 	4
submitted       	75.0 	4
suicide         	75.0 	4
swoon           	75.0 	4
test            	75.0 	4
theft           	75.0 	4
tide            	75.0 	4
tour            	75.0 	4
trifling        	75.0 	4
twenties        	75.0 	4
vapours         	75.0 	4
virgin          	75.0 	4
virginia        	75.0 	4
wasteful        	75.0 	4
worm            	75.0 	4
wrought         	75.0 	4
asked           	76.0 	150
returned        	76.0 	62
everything      	76.0 	58
east            	76.0 	21
pray            	76.0 	21
dare            	76.0 	17
hell            	76.0 	17
wet             	76.0 	17
saying          	77.0 	60
sun             	77.0 	35
ears            	77.0 	22
neck            	77.0 	22
armed           	77.0 	13
griggs          	77.0 	13
guards          	77.0 	13
guess           	77.0 	13
innocence       	77.0 	13
lead            	77.0 	13
mount           	77.0 	13
laughed         	78.0 	27
lad             	78.0 	18
buzzard         	78.0 	9
cup             	78.0 	9
desk            	78.0 	9
favour          	78.0 	9
hint            	78.0 	9
obeyed          	78.0 	9
raise           	78.0 	9
score           	78.0 	9
sober           	78.0 	9
therein         	78.0 	9
tied            	78.0 	9
upstairs        	78.0 	9
waist           	78.0 	9
whence          	78.0 	9
loved           	79.0 	38
write           	79.0 	28
edison          	79.0 	24
whispered       	79.0 	24
sign            	79.0 	19
practice        	79.0 	14
try             	80.0 	40
mary            	80.0 	35
finally         	80.0 	30
tongue          	80.0 	20
watched         	80.0 	20
anybody         	80.0 	10
arose           	80.0 	10
eggs            	80.0 	10
fir             	80.0 	10
interests       	80.0 	10
mad             	80.0 	10
missed          	80.0 	10
pepper          	80.0 	10
remarkable      	80.0 	10
thinks          	80.0 	10
violin          	80.0 	10
afflicted       	80.0 	5
alcohol         	80.0 	5
attempts        	80.0 	5
balls           	80.0 	5
bare            	80.0 	5
basin           	80.0 	5
beagle          	80.0 	5
beating         	80.0 	5
begging         	80.0 	5
bertrams        	80.0 	5
bestow          	80.0 	5
birthday        	80.0 	5
boldly          	80.0 	5
bone            	80.0 	5
brick           	80.0 	5
brush           	80.0 	5
cart            	80.0 	5
cats            	80.0 	5
charity         	80.0 	5
chin            	80.0 	5
citizen         	80.0 	5
coach           	80.0 	5
colchester      	80.0 	5
commanded       	80.0 	5
continual       	80.0 	5
corridor        	80.0 	5
crystal         	80.0 	5
curse           	80.0 	5
cursed          	80.0 	5
cynthia         	80.0 	5
dearest         	80.0 	5
debate          	80.0 	5
deeds           	80.0 	5
deserve         	80.0 	5
detective       	80.0 	5
devour          	80.0 	5
directions      	80.0 	5
disguise        	80.0 	5
dreamed         	80.0 	5
enjoyment       	80.0 	5
estate          	80.0 	5
faded           	80.0 	5
fanny           	80.0 	5
fits            	80.0 	5
fleece          	80.0 	5
flow            	80.0 	5
fools           	80.0 	5
footed          	80.0 	5
fortunate       	80.0 	5
fourteen        	80.0 	5
fried           	80.0 	5
gladness        	80.0 	5
groan           	80.0 	5
guides          	80.0 	5
heap            	80.0 	5
hears           	80.0 	5
herbert         	80.0 	5
illusion        	80.0 	5
impatient       	80.0 	5
impression      	80.0 	5
instruments     	80.0 	5
intently        	80.0 	5
lands           	80.0 	5
lesson          	80.0 	5
log             	80.0 	5
market          	80.0 	5
mirror          	80.0 	5
mission         	80.0 	5
neatly          	80.0 	5
norman          	80.0 	5
nowhere         	80.0 	5
obeying         	80.0 	5
outer           	80.0 	5
owner           	80.0 	5
owners          	80.0 	5
palm            	80.0 	5
parent          	80.0 	5
parting         	80.0 	5
paying          	80.0 	5
perish          	80.0 	5
plot            	80.0 	5
prevailed       	80.0 	5
pull            	80.0 	5
pulling         	80.0 	5
pushed          	80.0 	5
records         	80.0 	5
refer           	80.0 	5
rejoiced        	80.0 	5
released        	80.0 	5
risen           	80.0 	5
roman           	80.0 	5
roots           	80.0 	5
russia          	80.0 	5
sage            	80.0 	5
scenes          	80.0 	5
schoolmaster    	80.0 	5
scorn           	80.0 	5
scoundrel       	80.0 	5
seas            	80.0 	5
senseless       	80.0 	5
seventh         	80.0 	5
shutting        	80.0 	5
sledge          	80.0 	5
smaller         	80.0 	5
speaks          	80.0 	5
spoon           	80.0 	5
stamping        	80.0 	5
steal           	80.0 	5
strengthened    	80.0 	5
sturdy          	80.0 	5
sunrise         	80.0 	5
swung           	80.0 	5
talents         	80.0 	5
telegram        	80.0 	5
tend            	80.0 	5
tossed          	80.0 	5
tremulously     	80.0 	5
tumult          	80.0 	5
universe        	80.0 	5
unnatural       	80.0 	5
varied          	80.0 	5
w               	80.0 	5
weeds           	80.0 	5
wheel           	80.0 	5
wondering       	80.0 	5
wretch          	80.0 	5
yacht           	80.0 	5
yankee          	80.0 	5
yeast           	80.0 	5
too             	81.0 	216
thats           	81.0 	73
sweet           	81.0 	26
miss            	82.0 	74
gordon          	82.0 	22
lake            	82.0 	22
inquired        	82.0 	17
tea             	82.0 	17
wise            	82.0 	17
bar             	82.0 	11
eunuch          	82.0 	11
horror          	82.0 	11
odd             	82.0 	11
pure            	82.0 	11
queer           	82.0 	11
quixote         	82.0 	11
sail            	82.0 	11
bed             	83.0 	59
cut             	83.0 	46
sort            	83.0 	42
stay            	83.0 	29
eat             	83.0 	24
smiled          	83.0 	24
occurred        	83.0 	18
sought          	83.0 	18
affair          	83.0 	12
ate             	83.0 	12
beasts          	83.0 	12
caused          	83.0 	12
cries           	83.0 	12
explained       	83.0 	12
flame           	83.0 	12
frame           	83.0 	12
pictures        	83.0 	12
praise          	83.0 	12
ride            	83.0 	12
shell           	83.0 	12
sing            	83.0 	12
angrily         	83.0 	6
annes           	83.0 	6
anyway          	83.0 	6
attached        	83.0 	6
badly           	83.0 	6
bags            	83.0 	6
barn            	83.0 	6
belly           	83.0 	6
borne           	83.0 	6
brigade         	83.0 	6
burn            	83.0 	6
candle          	83.0 	6
cave            	83.0 	6
cease           	83.0 	6
claim           	83.0 	6
consideration   	83.0 	6
construction    	83.0 	6
contrast        	83.0 	6
cops            	83.0 	6
defend          	83.0 	6
description     	83.0 	6
earn            	83.0 	6
eastern         	83.0 	6
eaten           	83.0 	6
ended           	83.0 	6
eve             	83.0 	6
fashion         	83.0 	6
fireplace       	83.0 	6
fires           	83.0 	6
formerly        	83.0 	6
fro             	83.0 	6
gracious        	83.0 	6
heres           	83.0 	6
hints           	83.0 	6
horn            	83.0 	6
hunter          	83.0 	6
inevitable      	83.0 	6
insult          	83.0 	6
kitty           	83.0 	6
laying          	83.0 	6
loyal           	83.0 	6
luke            	83.0 	6
neat            	83.0 	6
patience        	83.0 	6
peaceful        	83.0 	6
pen             	83.0 	6
pine            	83.0 	6
plains          	83.0 	6
pop             	83.0 	6
proceedings     	83.0 	6
puzzled         	83.0 	6
questioned      	83.0 	6
quivering       	83.0 	6
reaching        	83.0 	6
refined         	83.0 	6
resolve         	83.0 	6
seats           	83.0 	6
separation      	83.0 	6
sleepy          	83.0 	6
spinning        	83.0 	6
stared          	83.0 	6
stole           	83.0 	6
stretched       	83.0 	6
swear           	83.0 	6
sydney          	83.0 	6
syrup           	83.0 	6
tight           	83.0 	6
tomb            	83.0 	6
torn            	83.0 	6
torture         	83.0 	6
venture         	83.0 	6
verse           	83.0 	6
wandered        	83.0 	6
wear            	83.0 	6
weep            	83.0 	6
willingly       	83.0 	6
woe             	83.0 	6
writes          	83.0 	6
an              	84.0 	553
why             	84.0 	164
seem            	84.0 	44
moved           	84.0 	32
except          	84.0 	31
hath            	84.0 	31
unless          	84.0 	25
whats           	84.0 	25
despair         	84.0 	19
though          	85.0 	136
hear            	85.0 	74
wide            	85.0 	27
boat            	85.0 	20
catch           	85.0 	13
charles         	85.0 	13
flour           	85.0 	13
forced          	85.0 	13
hale            	85.0 	13
illustration    	85.0 	13
lie             	85.0 	13
luck            	85.0 	13
marian          	85.0 	13
search          	85.0 	13
shown           	85.0 	13
slang           	85.0 	13
stir            	85.0 	13
stream          	85.0 	13
wore            	85.0 	13
hes             	86.0 	37
worse           	86.0 	29
pass            	86.0 	28
ring            	86.0 	22
sword           	86.0 	22
raised          	86.0 	21
robin           	86.0 	21
stop            	86.0 	21
tone            	86.0 	21
direct          	86.0 	14
fond            	86.0 	14
gently          	86.0 	14
jean            	86.0 	14
science         	86.0 	14
sins            	86.0 	14
thin            	86.0 	14
acts            	86.0 	7
arrive          	86.0 	7
assumed         	86.0 	7
bitterly        	86.0 	7
blessing        	86.0 	7
calf            	86.0 	7
changes         	86.0 	7
checked         	86.0 	7
collar          	86.0 	7
connection      	86.0 	7
conviction      	86.0 	7
