Word            	Accuracy 	Count
fanny           	0.0 	5
foal            	0.0 	5
francisco       	0.0 	5
giorgio         	0.0 	5
handkerchief    	0.0 	5
huntingdon      	0.0 	5
ivanovitch      	0.0 	5
jago            	0.0 	5
jocelyn         	0.0 	5
keys            	0.0 	5
maestro         	0.0 	5
margolotte      	0.0 	5
mestienne       	0.0 	5
modestovich     	0.0 	5
morrel          	0.0 	5
moscow          	0.0 	5
murder          	0.0 	5
naomi           	0.0 	5
nt              	0.0 	5
organiser       	0.0 	5
perish          	0.0 	5
raystoke        	0.0 	5
richard         	0.0 	5
robbery         	0.0 	5
russia          	0.0 	5
schoolmaster    	0.0 	5
seaman          	0.0 	5
sharrkan        	0.0 	5
silvia          	0.0 	5
sindbad         	0.0 	5
skillful        	0.0 	5
soames          	0.0 	5
stormed         	0.0 	5
thel            	0.0 	5
timokhin        	0.0 	5
tonight         	0.0 	5
tonnay          	0.0 	5
unc             	0.0 	5
wazir           	0.0 	5
ali             	0.0 	4
althea          	0.0 	4
ambrosch        	0.0 	4
apply           	0.0 	4
armies          	0.0 	4
arsinoe         	0.0 	4
ballot          	0.0 	4
banyan          	0.0 	4
bat             	0.0 	4
bennydeck       	0.0 	4
bernard         	0.0 	4
biblical        	0.0 	4
branding        	0.0 	4
brau            	0.0 	4
brion           	0.0 	4
builds          	0.0 	4
c               	0.0 	4
carved          	0.0 	4
clarke          	0.0 	4
confectionary   	0.0 	4
convent         	0.0 	4
damascus        	0.0 	4
daphne          	0.0 	4
disadvantages   	0.0 	4
dixon           	0.0 	4
eh              	0.0 	4
farrinder       	0.0 	4
feverish        	0.0 	4
foals           	0.0 	4
forcemeat       	0.0 	4
fuss            	0.0 	4
ghip            	0.0 	4
ghisizzle       	0.0 	4
governments     	0.0 	4
grethel         	0.0 	4
gryce           	0.0 	4
hal             	0.0 	4
hannahs         	0.0 	4
hearty          	0.0 	4
hebrews         	0.0 	4
helstone        	0.0 	4
ho              	0.0 	4
hof             	0.0 	4
honors          	0.0 	4
jem             	0.0 	4
jury            	0.0 	4
kearny          	0.0 	4
knot            	0.0 	4
landowner       	0.0 	4
lil             	0.0 	4
lilburn         	0.0 	4
limped          	0.0 	4
medea           	0.0 	4
michaelis       	0.0 	4
miller          	0.0 	4
minnie          	0.0 	4
monarch         	0.0 	4
myrtilus        	0.0 	4
niece           	0.0 	4
noirtier        	0.0 	4
nuzhat          	0.0 	4
onto            	0.0 	4
owe             	0.0 	4
p               	0.0 	4
petya           	0.0 	4
pileser         	0.0 	4
presty          	0.0 	4
puts            	0.0 	4
ram             	0.0 	4
regin           	0.0 	4
rover           	0.0 	4
scotch          	0.0 	4
scroll          	0.0 	4
sita            	0.0 	4
smoker          	0.0 	4
solon           	0.0 	4
starve          	0.0 	4
stewpan         	0.0 	4
stuteley        	0.0 	4
sydenham        	0.0 	4
syria           	0.0 	4
theobald        	0.0 	4
thornton        	0.0 	4
throwing        	0.0 	4
thumb           	0.0 	4
tiglath         	0.0 	4
tomorrow        	0.0 	4
valliere        	0.0 	4
vanar           	0.0 	4
vapours         	0.0 	4
vote            	0.0 	4
wabi            	0.0 	4
zaman           	0.0 	4
accusing        	0.0 	3
adella          	0.0 	3
advised         	0.0 	3
aguto           	0.0 	3
aignan          	0.0 	3
alberts         	0.0 	3
alongside       	0.0 	3
anns            	0.0 	3
assyria         	0.0 	3
aught           	0.0 	3
awaits          	0.0 	3
awe             	0.0 	3
bales           	0.0 	3
bannister       	0.0 	3
bazdeevs        	0.0 	3
befel           	0.0 	3
ben             	0.0 	3
beseech         	0.0 	3
betide          	0.0 	3
bharat          	0.0 	3
binnie          	0.0 	3
blodgett        	0.0 	3
blurted         	0.0 	3
bolkonski       	0.0 	3
bolsheviki      	0.0 	3
boon            	0.0 	3
boston          	0.0 	3
brake           	0.0 	3
breaks          	0.0 	3
britannula      	0.0 	3
bruce           	0.0 	3
brynhild        	0.0 	3
butte           	0.0 	3
carroll         	0.0 	3
chola           	0.0 	3
chuckled        	0.0 	3
clair           	0.0 	3
cleft           	0.0 	3
cloister        	0.0 	3
coin            	0.0 	3
commons         	0.0 	3
cop             	0.0 	3
coralie         	0.0 	3
cords           	0.0 	3
cough           	0.0 	3
counselled      	0.0 	3
crayfish        	0.0 	3
credits         	0.0 	3
curved          	0.0 	3
daly            	0.0 	3
dandan          	0.0 	3
davrigny        	0.0 	3
dealer          	0.0 	3
deformed        	0.0 	3
detailed        	0.0 	3
detectives      	0.0 	3
differ          	0.0 	3
digestion       	0.0 	3
dobryna         	0.0 	3
edging          	0.0 	3
eileen          	0.0 	3
enquired        	0.0 	3
enslaved        	0.0 	3
es              	0.0 	3
estafania       	0.0 	3
ether           	0.0 	3
evaporate       	0.0 	3
expose          	0.0 	3
fafnir          	0.0 	3
failures        	0.0 	3
fare            	0.0 	3
fawn            	0.0 	3
fickle          	0.0 	3
fishing         	0.0 	3
flossie         	0.0 	3
forlorn         	0.0 	3
foster          	0.0 	3
frogs           	0.0 	3
gambling        	0.0 	3
gillis          	0.0 	3
git             	0.0 	3
goal            	0.0 	3
gobeys          	0.0 	3
goliath         	0.0 	3
grandpap        	0.0 	3
guha            	0.0 	3
gut             	0.0 	3
gwynplaines     	0.0 	3
ha              	0.0 	3
hallo           	0.0 	3
hates           	0.0 	3
heel            	0.0 	3
hen             	0.0 	3
hermons         	0.0 	3
hollan          	0.0 	3
hullo           	0.0 	3
humph           	0.0 	3
ices            	0.0 	3
inasmuch        	0.0 	3
int             	0.0 	3
jakey           	0.0 	3
jes             	0.0 	3
joels           	0.0 	3
kaffar          	0.0 	3
kent            	0.0 	3
knights         	0.0 	3
lain            	0.0 	3
lakshman        	0.0 	3
landed          	0.0 	3
lattimer        	0.0 	3
laura           	0.0 	3
le              	0.0 	3
leech           	0.0 	3
lever           	0.0 	3
liddy           	0.0 	3
limp            	0.0 	3
lookout         	0.0 	3
louvre          	0.0 	3
luna            	0.0 	3
lunas           	0.0 	3
mac             	0.0 	3
madeleine       	0.0 	3
mamochka        	0.0 	3
marjorie        	0.0 	3
mars            	0.0 	3
mend            	0.0 	3
mikhaylovnas    	0.0 	3
miracles        	0.0 	3
mistah          	0.0 	3
monkey          	0.0 	3
moor            	0.0 	3
morcerf         	0.0 	3
mosses          	0.0 	3
mowed           	0.0 	3
natasha         	0.0 	3
naught          	0.0 	3
nemesis         	0.0 	3
newberg         	0.0 	3
newcomer        	0.0 	3
niccolo         	0.0 	3
nod             	0.0 	3
nought          	0.0 	3
nuns            	0.0 	3
nuova           	0.0 	3
obligation      	0.0 	3
oer             	0.0 	3
olives          	0.0 	3
paste           	0.0 	3
patients        	0.0 	3
peasant         	0.0 	3
peer            	0.0 	3
peleg           	0.0 	3
perished        	0.0 	3
pet             	0.0 	3
philippus       	0.0 	3
phut            	0.0 	3
plank           	0.0 	3
platterbaff     	0.0 	3
plentiful       	0.0 	3
plucking        	0.0 	3
plunged         	0.0 	3
poisoning       	0.0 	3
poll            	0.0 	3
popes           	0.0 	3
preserves       	0.0 	3
proa            	0.0 	3
proas           	0.0 	3
proclus         	0.0 	3
proportion      	0.0 	3
pyncheon        	0.0 	3
quenelles       	0.0 	3
realise         	0.0 	3
recognised      	0.0 	3
recommend       	0.0 	3
represented     	0.0 	3
residue         	0.0 	3
respectfully    	0.0 	3
respective      	0.0 	3
rhein           	0.0 	3
ridden          	0.0 	3
rites           	0.0 	3
roundel         	0.0 	3
ruggedo         	0.0 	3
rung            	0.0 	3
sah             	0.0 	3
sanct           	0.0 	3
sawyer          	0.0 	3
saxon           	0.0 	3
sculptor        	0.0 	3
sculptors       	0.0 	3
serenity        	0.0 	3
seyton          	0.0 	3
shag            	0.0 	3
shahrazad       	0.0 	3
sharduris       	0.0 	3
sherry          	0.0 	3
sighing         	0.0 	3
slip            	0.0 	3
sloanes         	0.0 	3
smokers         	0.0 	3
sometime        	0.0 	3
sphere          	0.0 	3
sport           	0.0 	3
spose           	0.0 	3
squeamish       	0.0 	3
stationed       	0.0 	3
stifle          	0.0 	3
stonewall       	0.0 	3
tails           	0.0 	3
tavern          	0.0 	3
theater         	0.0 	3
thorkel         	0.0 	3
toilet          	0.0 	3
toilette        	0.0 	3
totty           	0.0 	3
tries           	0.0 	3
truce           	0.0 	3
udder           	0.0 	3
ulrica          	0.0 	3
un              	0.0 	3
vale            	0.0 	3
vales           	0.0 	3
valjeans        	0.0 	3
verily          	0.0 	3
vintage         	0.0 	3
vita            	0.0 	3
weal            	0.0 	3
whereabouts     	0.0 	3
whither         	0.0 	3
wool            	0.0 	3
woollen         	0.0 	3
wot             	0.0 	3
wrangler        	0.0 	3
wreaths         	0.0 	3
yelled          	0.0 	3
yer             	0.0 	3
yore            	0.0 	3
zora            	0.0 	3
abbe            	0.0 	2
absorbing       	0.0 	2
abstain         	0.0 	2
abuses          	0.0 	2
abyssinians     	0.0 	2
accomplice      	0.0 	2
accomplishments 	0.0 	2
ached           	0.0 	2
adela           	0.0 	2
adherents       	0.0 	2
affectionately  	0.0 	2
afoot           	0.0 	2
aft             	0.0 	2
agathya         	0.0 	2
aghast          	0.0 	2
ailments        	0.0 	2
aleksandrovnas  	0.0 	2
alkaloids       	0.0 	2
alligator       	0.0 	2
almighty        	0.0 	2
aloes           	0.0 	2
amyntas         	0.0 	2
annies          	0.0 	2
annihilation    	0.0 	2
antonio         	0.0 	2
apes            	0.0 	2
apology         	0.0 	2
armchair        	0.0 	2
arpad           	0.0 	2
artful          	0.0 	2
arthurs         	0.0 	2
asks            	0.0 	2
assailed        	0.0 	2
assert          	0.0 	2
assyrian        	0.0 	2
asunder         	0.0 	2
athenais        	0.0 	2
atum            	0.0 	2
average         	0.0 	2
avon            	0.0 	2
avonlea         	0.0 	2
awakening       	0.0 	2
awk             	0.0 	2
aye             	0.0 	2
azure           	0.0 	2
backing         	0.0 	2
bailey          	0.0 	2
bale            	0.0 	2
bambeday        	0.0 	2
bandit          	0.0 	2
bangle          	0.0 	2
barbaree        	0.0 	2
barely          	0.0 	2
bassorah        	0.0 	2
beacon          	0.0 	2
bead            	0.0 	2
beenie          	0.0 	2
befal           	0.0 	2
behaviourist    	0.0 	2
bequeath        	0.0 	2
besiegers       	0.0 	2
bharats         	0.0 	2
biffen          	0.0 	2
bills           	0.0 	2
bin             	0.0 	2
birthplace      	0.0 	2
blackburn       	0.0 	2
bleak           	0.0 	2
blinked         	0.0 	2
blizzard        	0.0 	2
bobs            	0.0 	2
boeuf           	0.0 	2
bohemians       	0.0 	2
bonnets         	0.0 	2
boomed          	0.0 	2
bored           	0.0 	2
brag            	0.0 	2
brahmin         	0.0 	2
breathless      	0.0 	2
bringeth        	0.0 	2
bruno           	0.0 	2
buck            	0.0 	2
buddha          	0.0 	2
bul             	0.0 	2
bulk            	0.0 	2
bullet          	0.0 	2
bullock         	0.0 	2
bundles         	0.0 	2
bur             	0.0 	2
burdens         	0.0 	2
burmistone      	0.0 	2
bushy           	0.0 	2
busted          	0.0 	2
buying          	0.0 	2
cairo           	0.0 	2
californian     	0.0 	2
cambrai         	0.0 	2
campaigns       	0.0 	2
candid          	0.0 	2
candlestick     	0.0 	2
cans            	0.0 	2
caresses        	0.0 	2
careworn        	0.0 	2
castrato        	0.0 	2
casts           	0.0 	2
cedric          	0.0 	2
centred         	0.0 	2
chafing         	0.0 	2
chaise          	0.0 	2
chandavarma     	0.0 	2
chanticleer     	0.0 	2
cheeked         	0.0 	2
chefs           	0.0 	2
chewers         	0.0 	2
childless       	0.0 	2
chips           	0.0 	2
chlorate        	0.0 	2
choke           	0.0 	2
christi         	0.0 	2
christs         	0.0 	2
chrysippus      	0.0 	2
chunky          	0.0 	2
clasp           	0.0 	2
clawbonny       	0.0 	2
cleared         	0.0 	2
clemency        	0.0 	2
clement         	0.0 	2
clew            	0.0 	2
clime           	0.0 	2
cling           	0.0 	2
clogged         	0.0 	2
closing         	0.0 	2
cole            	0.0 	2
colosseum       	0.0 	2
comb            	0.0 	2
commanding      	0.0 	2
commenced       	0.0 	2
commissary      	0.0 	2
communicates    	0.0 	2
comte           	0.0 	2
concerts        	0.0 	2
concocted       	0.0 	2
connexions      	0.0 	2
connoisseur     	0.0 	2
conservative    	0.0 	2
conspirators    	0.0 	2
contagious      	0.0 	2
contend         	0.0 	2
coolness        	0.0 	2
copse           	0.0 	2
coquette        	0.0 	2
coral           	0.0 	2
costs           	0.0 	2
coughing        	0.0 	2
courfeyrac      	0.0 	2
covet           	0.0 	2
coy             	0.0 	2
crates          	0.0 	2
creating        	0.0 	2
criminals       	0.0 	2
critias         	0.0 	2
crowned         	0.0 	2
crumpled        	0.0 	2
curate          	0.0 	2
curl            	0.0 	2
cutters         	0.0 	2
cymbals         	0.0 	2
daguerreotype   	0.0 	2
daguerreotypist 	0.0 	2
dames           	0.0 	2
dates           	0.0 	2
dealt           	0.0 	2
debarred        	0.0 	2
del             	0.0 	2
delusion        	0.0 	2
demeanor        	0.0 	2
den             	0.0 	2
denis           	0.0 	2
despotism       	0.0 	2
desserts        	0.0 	2
didst           	0.0 	2
diggers         	0.0 	2
dilated         	0.0 	2
dinks           	0.0 	2
dinsmore        	0.0 	2
dirk            	0.0 	2
disappointed    	0.0 	2
disown          	0.0 	2
dispense        	0.0 	2
dissensions     	0.0 	2
dissent         	0.0 	2
dissipation     	0.0 	2
distrusted      	0.0 	2
dives           	0.0 	2
dock            	0.0 	2
doest           	0.0 	2
doggers         	0.0 	2
dona            	0.0 	2
donovan         	0.0 	2
doughnuts       	0.0 	2
downs           	0.0 	2
drawers         	0.0 	2
dreamt          	0.0 	2
drinkers        	0.0 	2
drooping        	0.0 	2
drugged         	0.0 	2
duds            	0.0 	2
dumas           	0.0 	2
dumpy           	0.0 	2
dunno           	0.0 	2
duplicates      	0.0 	2
duteous         	0.0 	2
dye             	0.0 	2
dyed            	0.0 	2
edeyrn          	0.0 	2
eer             	0.0 	2
elbows          	0.0 	2
electrolytic    	0.0 	2
elexander       	0.0 	2
ellen           	0.0 	2
emir            	0.0 	2
emphatic        	0.0 	2
employ          	0.0 	2
encircling      	0.0 	2
engraved        	0.0 	2
enid            	0.0 	2
entreated       	0.0 	2
entrusted       	0.0 	2
erbin           	0.0 	2
erewhon         	0.0 	2
esther          	0.0 	2
ethelried       	0.0 	2
eusebius        	0.0 	2
ewes            	0.0 	2
exactitude      	0.0 	2
excitedly       	0.0 	2
executioners    	0.0 	2
expanse         	0.0 	2
extending       	0.0 	2
extension       	0.0 	2
factories       	0.0 	2
fafnirs         	0.0 	2
fagots          	0.0 	2
fairweather     	0.0 	2
faster          	0.0 	2
fats            	0.0 	2
felice          	0.0 	2
festal          	0.0 	2
feud            	0.0 	2
fibi            	0.0 	2
finishing       	0.0 	2
finney          	0.0 	2
fisher          	0.0 	2
fitting         	0.0 	2
flee            	0.0 	2
flerov          	0.0 	2
flerovs         	0.0 	2
fluid           	0.0 	2
flush           	0.0 	2
forbear         	0.0 	2
franc           	0.0 	2
frere           	0.0 	2
fret            	0.0 	2
friar           	0.0 	2
fristoe         	0.0 	2
fuchs           	0.0 	2
g               	0.0 	2
gardow          	0.0 	2
gear            	0.0 	2
georges         	0.0 	2
glispin         	0.0 	2
gnawing         	0.0 	2
goose           	0.0 	2
govnor          	0.0 	2
graeme          	0.0 	2
graft           	0.0 	2
gram            	0.0 	2
grating         	0.0 	2
grinned         	0.0 	2
grotesques      	0.0 	2
grub            	0.0 	2
gunnar          	0.0 	2
haid            	0.0 	2
halfpenny       	0.0 	2
halley          	0.0 	2
hansom          	0.0 	2
harbor          	0.0 	2
hark            	0.0 	2
harris          	0.0 	2
harrisonville   	0.0 	2
harshly         	0.0 	2
hasan           	0.0 	2
hays            	0.0 	2
healed          	0.0 	2
hebrew          	0.0 	2
hedges          	0.0 	2
heir            	0.0 	2
heirloom        	0.0 	2
helm            	0.0 	2
helmet          	0.0 	2
hemmed          	0.0 	2
hepzibah        	0.0 	2
hepzibahs       	0.0 	2
herd            	0.0 	2
hon             	0.0 	2
hoos            	0.0 	2
hoosier         	0.0 	2
horstius        	0.0 	2
households      	0.0 	2
hovel           	0.0 	2
howdah          	0.0 	2
hoze            	0.0 	2
hue             	0.0 	2
hum             	0.0 	2
humdrum         	0.0 	2
humpy           	0.0 	2
hydrochloric    	0.0 	2
hymn            	0.0 	2
icon            	0.0 	2
ilu             	0.0 	2
immortals       	0.0 	2
implacable      	0.0 	2
implied         	0.0 	2
improvised      	0.0 	2
incidental      	0.0 	2
inclosure       	0.0 	2
increases       	0.0 	2
indiana         	0.0 	2
indiany         	0.0 	2
indications     	0.0 	2
inertia         	0.0 	2
infamy          	0.0 	2
innerlochy      	0.0 	2
innkeeper       	0.0 	2
inquire         	0.0 	2
inscriptions    	0.0 	2
intentionally   	0.0 	2
interment       	0.0 	2
intoxicated     	0.0 	2
invalids        	0.0 	2
iowa            	0.0 	2
irolg           	0.0 	2
irreverent      	0.0 	2
isaac           	0.0 	2
israels         	0.0 	2
ithaca          	0.0 	2
jams            	0.0 	2
jenkins         	0.0 	2
jester          	0.0 	2
jeweler         	0.0 	2
joan            	0.0 	2
jocelyns        	0.0 	2
joints          	0.0 	2
joyance         	0.0 	2
julien          	0.0 	2
jumps           	0.0 	2
k               	0.0 	2
kaffars         	0.0 	2
karl            	0.0 	2
kausalya        	0.0 	2
kenites         	0.0 	2
keyhole         	0.0 	2
khorasan        	0.0 	2
kills           	0.0 	2
kiyoto          	0.0 	2
knighthood      	0.0 	2
knowed          	0.0 	2
kremlin         	0.0 	2
kuana           	0.0 	2
laboring        	0.0 	2
labourers       	0.0 	2
lachaise        	0.0 	2
landi           	0.0 	2
lansdowne       	0.0 	2
larkspur        	0.0 	2
lash            	0.0 	2
lauderdale      	0.0 	2
laughd          	0.0 	2
laughlin        	0.0 	2
leaped          	0.0 	2
leased          	0.0 	2
leaved          	0.0 	2
lecompte        	0.0 	2
lees            	0.0 	2
lenin           	0.0 	2
lent            	0.0 	2
leocadias       	0.0 	2
lessen          	0.0 	2
liberation      	0.0 	2
lion            	0.0 	2
livid           	0.0 	2
ll              	0.0 	2
lobsters        	0.0 	2
losses          	0.0 	2
lucien          	0.0 	2
lump            	0.0 	2
mackerel        	0.0 	2
macpherson      	0.0 	2
magazzino       	0.0 	2
magnanimity     	0.0 	2
mama            	0.0 	2
mankato         	0.0 	2
mantel          	0.0 	2
mare            	0.0 	2
marivaux        	0.0 	2
marmalades      	0.0 	2
marsh           	0.0 	2
mati            	0.0 	2
matured         	0.0 	2
meddle          	0.0 	2
mell            	0.0 	2
menahem         	0.0 	2
merciful        	0.0 	2
mercurial       	0.0 	2
merlonus        	0.0 	2
messiah         	0.0 	2
messrs          	0.0 	2
mester          	0.0 	2
midian          	0.0 	2
mien            	0.0 	2
mikhaylovna     	0.0 	2
mince           	0.0 	2
mirabelle       	0.0 	2
mirth           	0.0 	2
mistrust        	0.0 	2
mo              	0.0 	2
mohammed        	0.0 	2
moira           	0.0 	2
molded          	0.0 	2
mopped          	0.0 	2
mornin          	0.0 	2
morphine        	0.0 	2
morris          	0.0 	2
mossy           	0.0 	2
moulds          	0.0 	2
munny           	0.0 	2
mythus          	0.0 	2
nailed          	0.0 	2
narratives      	0.0 	2
navel           	0.0 	2
nearby          	0.0 	2
neer            	0.0 	2
neighbourhood   	0.0 	2
neighbours      	0.0 	2
newsome         	0.0 	2
newsomes        	0.0 	2
nobility        	0.0 	2
noontide        	0.0 	2
northfield      	0.0 	2
nudd            	0.0 	2
nutrition       	0.0 	2
observations    	0.0 	2
occult          	0.0 	2
octavias        	0.0 	2
odour           	0.0 	2
offend          	0.0 	2
olaf            	0.0 	2
omar            	0.0 	2
oozing          	0.0 	2
opaque          	0.0 	2
ordained        	0.0 	2
ossipon         	0.0 	2
ossipons        	0.0 	2
ostrich         	0.0 	2
oughtnt         	0.0 	2
paddle          	0.0 	2
paints          	0.0 	2
paler           	0.0 	2
palestine       	0.0 	2
pall            	0.0 	2
panza           	0.0 	2
parcel          	0.0 	2
parr            	0.0 	2
particle        	0.0 	2
passers         	0.0 	2
patriarchs      	0.0 	2
patriotism      	0.0 	2
pavel           	0.0 	2
pawnbroker      	0.0 	2
pays            	0.0 	2
pere            	0.0 	2
persecute       	0.0 	2
perseus         	0.0 	2
phantasies      	0.0 	2
phelps          	0.0 	2
philistines     	0.0 	2
phosphor        	0.0 	2
pi              	0.0 	2
pierston        	0.0 	2
pigstye         	0.0 	2
pikes           	0.0 	2
pinched         	0.0 	2
pinned          	0.0 	2
pitt            	0.0 	2
pitts           	0.0 	2
plainfield      	0.0 	2
plaits          	0.0 	2
planks          	0.0 	2
plumb           	0.0 	2
plural          	0.0 	2
polar           	0.0 	2
ponds           	0.0 	2
poniard         	0.0 	2
praefect        	0.0 	2
preaching       	0.0 	2
preceptors      	0.0 	2
preceptory      	0.0 	2
premises        	0.0 	2
prestige        	0.0 	2
printing        	0.0 	2
programme       	0.0 	2
prying          	0.0 	2
puffing         	0.0 	2
pulley          	0.0 	2
pyrrha          	0.0 	2
quacks          	0.0 	2
quit            	0.0 	2
radie           	0.0 	2
rainbows        	0.0 	2
rainy           	0.0 	2
rajavahana      	0.0 	2
ramas           	0.0 	2
randals         	0.0 	2
ranza           	0.0 	2
reciter         	0.0 	2
recognise       	0.0 	2
recompense      	0.0 	2
reformed        	0.0 	2
reformers       	0.0 	2
regained        	0.0 	2
repnin          	0.0 	2
rhode           	0.0 	2
rhodian         	0.0 	2
righteousness   	0.0 	2
robberies       	0.0 	2
roomfellow      	0.0 	2
rosemary        	0.0 	2
rot             	0.0 	2
safeguard       	0.0 	2
sailed          	0.0 	2
saith           	0.0 	2
sanitary        	0.0 	2
satisfactory    	0.0 	2
satrughna       	0.0 	2
sauterne        	0.0 	2
sayin           	0.0 	2
scent           	0.0 	2
scramble        	0.0 	2
scribes         	0.0 	2
scuse           	0.0 	2
scythe          	0.0 	2
secretary       	0.0 	2
seest           	0.0 	2
seller          	0.0 	2
serpents        	0.0 	2
sewed           	0.0 	2
shafts          	0.0 	2
shaws           	0.0 	2
shelf           	0.0 	2
shower          	0.0 	2
shriya          	0.0 	2
shrubs          	0.0 	2
sif             	0.0 	2
sighted         	0.0 	2
signals         	0.0 	2
sima            	0.0 	2
simmonds        	0.0 	2
singa           	0.0 	2
sits            	0.0 	2
skylight        	0.0 	2
slab            	0.0 	2
sling           	0.0 	2
slunk           	0.0 	2
smolensk        	0.0 	2
snatcher        	0.0 	2
sneeze          	0.0 	2
snetkov         	0.0 	2
snobland        	0.0 	2
snuggers        	0.0 	2
socialist       	0.0 	2
sojourn         	0.0 	2
soluble         	0.0 	2
souled          	0.0 	2
southey         	0.0 	2
spared          	0.0 	2
spreads         	0.0 	2
spurred         	0.0 	2
squad           	0.0 	2
staid           	0.0 	2
staked          	0.0 	2
stakes          	0.0 	2
starving        	0.0 	2
stealthily      	0.0 	2
steerage        	0.0 	2
stepan          	0.0 	2
stifled         	0.0 	2
stoker          	0.0 	2
straying        	0.0 	2
streak          	0.0 	2
stroked         	0.0 	2
studied         	0.0 	2
suck            	0.0 	2
sue             	0.0 	2
sufferin        	0.0 	2
sugrivas        	0.0 	2
sukhtelen       	0.0 	2
sultan          	0.0 	2
sums            	0.0 	2
supernatural    	0.0 	2
swarmed         	0.0 	2
swarthy         	0.0 	2
sweetmeat       	0.0 	2
sweetmeats      	0.0 	2
tack            	0.0 	2
tads            	0.0 	2
tally           	0.0 	2
tamar           	0.0 	2
tarried         	0.0 	2
tastes          	0.0 	2
teal            	0.0 	2
telltale        	0.0 	2
templar         	0.0 	2
templars        	0.0 	2
tempting        	0.0 	2
testify         	0.0 	2
thatll          	0.0 	2
theme           	0.0 	2
therefrom       	0.0 	2
thieves         	0.0 	2
thighs          	0.0 	2
thro            	0.0 	2
tightened       	0.0 	2
toes            	0.0 	2
tormentor       	0.0 	2
torquilstone    	0.0 	2
towne           	0.0 	2
traveled        	0.0 	2
travelled       	0.0 	2
triggered       	0.0 	2
troth           	0.0 	2
tufts           	0.0 	2
turners         	0.0 	2
tutors          	0.0 	2
twain           	0.0 	2
uncles          	0.0 	2
uncomfortably   	0.0 	2
underground     	0.0 	2
undertakers     	0.0 	2
uns             	0.0 	2
urartu          	0.0 	2
usurper         	0.0 	2
valet           	0.0 	2
valkyrie        	0.0 	2
vampa           	0.0 	2
vanars          	0.0 	2
varies          	0.0 	2
vaulted         	0.0 	2
ve              	0.0 	2
veils           	0.0 	2
vile            	0.0 	2
vinos           	0.0 	2
vocal           	0.0 	2
voting          	0.0 	2
wabigoons       	0.0 	2
waked           	0.0 	2
wallet          	0.0 	2
wanderer        	0.0 	2
warnt           	0.0 	2
warren          	0.0 	2
warrentons      	0.0 	2
watercress      	0.0 	2
watry           	0.0 	2
waverleys       	0.0 	2
wert            	0.0 	2
westmere        	0.0 	2
whittaws        	0.0 	2
wi              	0.0 	2
withheld        	0.0 	2
workman         	0.0 	2
writ            	0.0 	2
yank            	0.0 	2
yoll            	0.0 	2
youngers        	0.0 	2
yulka           	0.0 	2
yundt           	0.0 	2
zest            	0.0 	2
zoofs           	0.0 	2
aaron           	0.0 	1
abaft           	0.0 	1
abbess          	0.0 	1
