Word: and                  Count: 8252
Word: along                Count: 51
Word: having               Count: 51
Word: youve                Count: 51
Word: end                  Count: 51
Word: must                 Count: 50
Word: sea                  Count: 50
Word: turned               Count: 50
Word: soon                 Count: 50
Word: night                Count: 50
Word: bed                  Count: 50
Word: added                Count: 49
Word: high                 Count: 49
Word: low                  Count: 49
Word: far                  Count: 49
Word: answered             Count: 49
Word: word                 Count: 49
Word: mary                 Count: 48
Word: dear                 Count: 48
Word: eat                  Count: 48
Word: says                 Count: 48
Word: state                Count: 48
Word: white                Count: 47
Word: held                 Count: 47
Word: began                Count: 47
Word: red                  Count: 47
Word: mean                 Count: 47
Word: both                 Count: 47
Word: enough               Count: 47
Word: run                  Count: 47
Word: boy                  Count: 47
Word: gave                 Count: 47
Word: last                 Count: 47
Word: thirty               Count: 46
Word: ask                  Count: 46
Word: sight                Count: 46
Word: opened               Count: 46
Word: sun                  Count: 46
Word: half                 Count: 46
Word: saint                Count: 45
Word: awful                Count: 45
Word: forty                Count: 45
Word: exclaimed            Count: 44
Word: seen                 Count: 44
Word: luck                 Count: 44
Word: hard                 Count: 44
Word: round                Count: 43
Word: hes                  Count: 43
Word: seven                Count: 43
Word: king                 Count: 43
Word: past                 Count: 43
Word: another              Count: 43
Word: jane                 Count: 43
Word: art                  Count: 43
Word: above                Count: 42
Word: near                 Count: 42
Word: leave                Count: 42
Word: whats                Count: 42
Word: full                 Count: 42
Word: emma                 Count: 42
Word: alas                 Count: 41
Word: life                 Count: 41
Word: use                  Count: 41
Word: thing                Count: 41
Word: took                 Count: 41
Word: mine                 Count: 41
Word: coronel              Count: 40
Word: show                 Count: 40
Word: felt                 Count: 40
Word: count                Count: 40
Word: six                  Count: 40
Word: kept                 Count: 40
Word: told                 Count: 40
Word: adam                 Count: 40
Word: marilla              Count: 40
Word: days                 Count: 39
Word: horror               Count: 39
Word: laid                 Count: 39
Word: think                Count: 39
Word: nine                 Count: 39
Word: gone                 Count: 39
Word: beat                 Count: 39
Word: fine                 Count: 38
Word: lie                  Count: 38
Word: dead                 Count: 38
Word: herself              Count: 38
Word: replied              Count: 38
Word: wood                 Count: 38
Word: sought               Count: 38
Word: hold                 Count: 38
Word: door                 Count: 38
Word: towards              Count: 38
Word: youd                 Count: 38
Word: age                  Count: 37
Word: before               Count: 37
Word: earth                Count: 37
Word: work                 Count: 37
Word: rather               Count: 37
Word: entered              Count: 37
Word: re                   Count: 37
Word: bell                 Count: 37
Word: seem                 Count: 37
Word: weve                 Count: 37
Word: lord                 Count: 37
Word: coming               Count: 37
Word: hope                 Count: 37
Word: turn                 Count: 37
Word: led                  Count: 37
Word: whole                Count: 36
Word: wait                 Count: 36
Word: length               Count: 36
Word: late                 Count: 36
Word: name                 Count: 36
Word: place                Count: 35
Word: twelve               Count: 35
Word: shes                 Count: 35
Word: considerable         Count: 35
Word: saying               Count: 35
Word: ear                  Count: 35
Word: theres               Count: 35
Word: shed                 Count: 35
Word: bye                  Count: 35
Word: tom                  Count: 35
Word: approached           Count: 34
Word: drew                 Count: 34
Word: wanted               Count: 34
Word: unless               Count: 34
Word: monsieur             Count: 34
Word: graham               Count: 34
Word: ones                 Count: 34
Word: arm                  Count: 34
Word: cut                  Count: 34
Word: peter                Count: 34
Word: rest                 Count: 34
Word: used                 Count: 34
Word: annie                Count: 34
Word: fair                 Count: 34
Word: threw                Count: 34
Word: tongue               Count: 34
Word: elsie                Count: 34
Word: wish                 Count: 33
Word: indeed               Count: 33
Word: live                 Count: 33
Word: showed               Count: 33
Word: ye                   Count: 33
Word: read                 Count: 33
Word: such                 Count: 33
Word: being                Count: 33
Word: almost               Count: 33
Word: hair                 Count: 33
Word: care                 Count: 33
Word: part                 Count: 33
Word: find                 Count: 33
Word: gray                 Count: 33
Word: true                 Count: 33
Word: save                 Count: 33
Word: priscilla            Count: 33
Word: patsy                Count: 33
Word: john                 Count: 32
Word: morrow               Count: 32
Word: tried                Count: 32
Word: dark                 Count: 32
Word: bit                  Count: 32
Word: hadnt                Count: 32
Word: eleanor              Count: 32
Word: war                  Count: 32
Word: never                Count: 32
Word: need                 Count: 32
Word: ran                  Count: 32
Word: blue                 Count: 32
Word: bow                  Count: 32
Word: lived                Count: 32
Word: fell                 Count: 32
Word: tramp                Count: 32
Word: big                  Count: 31
Word: fifty                Count: 31
Word: calm                 Count: 31
Word: order                Count: 31
Word: deep                 Count: 31
Word: honour               Count: 31
Word: best                 Count: 31
Word: plain                Count: 31
Word: feet                 Count: 31
Word: nay                  Count: 31
Word: tea                  Count: 31
Word: snow                 Count: 31
Word: found                Count: 31
Word: horse                Count: 31
Word: cabin                Count: 31
Word: eric                 Count: 31
Word: taking               Count: 30
Word: sum                  Count: 30
Word: grey                 Count: 30
Word: evidently            Count: 30
Word: thinking             Count: 30
Word: mind                 Count: 30
Word: first                Count: 30
Word: touched              Count: 30
Word: remained             Count: 30
Word: fun                  Count: 30
Word: hill                 Count: 29
Word: wished               Count: 29
Word: alone                Count: 29
Word: keep                 Count: 29
Word: hell                 Count: 29
Word: seems                Count: 29
Word: given                Count: 29
Word: papa                 Count: 29
Word: ganem                Count: 29
Word: others               Count: 28
Word: hyacinth             Count: 28
Word: ease                 Count: 28
Word: tone                 Count: 28
Word: many                 Count: 28
Word: among                Count: 28
Word: often                Count: 28
Word: princess             Count: 28
Word: continued            Count: 28
Word: next                 Count: 28
Word: book                 Count: 28
Word: eighty               Count: 28
Word: lady                 Count: 28
Word: heat                 Count: 28
Word: cosette              Count: 28
Word: bad                  Count: 28
Word: wit                  Count: 28
Word: fifteen              Count: 28
Word: heavy                Count: 28
Word: mere                 Count: 28
Word: form                 Count: 27
Word: cannot               Count: 27
Word: hence                Count: 27
Word: wind                 Count: 27
Word: ben                  Count: 27
Word: sign                 Count: 27
Word: hands                Count: 27
Word: wrote                Count: 27
Word: loved                Count: 27
Word: dare                 Count: 27
Word: sixteen              Count: 27
Word: pray                 Count: 27
Word: face                 Count: 27
Word: thin                 Count: 27
Word: terror               Count: 26
Word: sighed               Count: 26
Word: women                Count: 26
Word: seized               Count: 26
Word: dull                 Count: 26
Word: however              Count: 26
Word: tent                 Count: 26
Word: either               Count: 26
Word: guess                Count: 26
Word: bear                 Count: 26
Word: honor                Count: 26
Word: please               Count: 26
Word: mud                  Count: 26
Word: girl                 Count: 26
Word: pulled               Count: 26
Word: else                 Count: 26
Word: black                Count: 26
Word: since                Count: 26
Word: hast                 Count: 26
Word: shot                 Count: 26
Word: mark                 Count: 26
Word: death                Count: 26
Word: call                 Count: 26
Word: villefort            Count: 26
Word: gentlemen            Count: 26
Word: help                 Count: 25
Word: stopped              Count: 25
Word: year                 Count: 25
Word: himself              Count: 25
Word: meant                Count: 25
Word: instantly            Count: 25
Word: tears                Count: 25
Word: bull                 Count: 25
Word: play                 Count: 25
Word: few                  Count: 25
Word: eggs                 Count: 25
Word: known                Count: 25
Word: flesh                Count: 25
Word: much                 Count: 25
Word: bade                 Count: 25
Word: ate                  Count: 25
Word: tree                 Count: 25
Word: bring                Count: 25
Word: perceval             Count: 25
Word: florina              Count: 25
Word: franz                Count: 25
Word: soul                 Count: 24
Word: woman                Count: 24
Word: tender               Count: 24
Word: don                  Count: 24
Word: hurt                 Count: 24
Word: slightest            Count: 24
Word: self                 Count: 24
Word: wore                 Count: 24
Word: seventeen            Count: 24
Word: stone                Count: 24
Word: most                 Count: 24
Word: whence               Count: 24
Word: close                Count: 24
Word: iron                 Count: 24
Word: same                 Count: 24
Word: glad                 Count: 24
Word: dared                Count: 24
Word: early                Count: 24
Word: case                 Count: 24
Word: appeared             Count: 24
Word: straight             Count: 24
Word: lad                  Count: 24
Word: maam                 Count: 24
Word: oak                  Count: 24
Word: force                Count: 24
Word: cab                  Count: 24
Word: sprang               Count: 23
Word: became               Count: 23
Word: father               Count: 23
Word: act                  Count: 23
Word: gold                 Count: 23
Word: sky                  Count: 23
Word: mad                  Count: 23
Word: shouldnt             Count: 23
Word: sick                 Count: 23
Word: green                Count: 23
Word: bare                 Count: 23
Word: latter               Count: 23
Word: alice                Count: 23
Word: m                    Count: 23
Word: whether              Count: 23
Word: things               Count: 23
Word: due                  Count: 23
Word: sad                  Count: 23
Word: madam                Count: 23
Word: laughed              Count: 23
Word: row                  Count: 23
Word: court                Count: 23
Word: hall                 Count: 23
Word: ball                 Count: 23
Word: aint                 Count: 23
Word: born                 Count: 23
Word: mamma                Count: 23
Word: fellow               Count: 22
Word: uttered              Count: 22
Word: cause                Count: 22
Word: silent               Count: 22
Word: short                Count: 22
Word: formed               Count: 22
Word: lighted              Count: 22
Word: arent                Count: 22
Word: favour               Count: 22
Word: law                  Count: 22
Word: note                 Count: 22
Word: hers                 Count: 22
Word: hung                 Count: 22
Word: stay                 Count: 22
Word: fall                 Count: 22
Word: danglar              Count: 22
Word: also                 Count: 22
Word: believed             Count: 22
Word: curate               Count: 22
Word: lukashka             Count: 22
Word: rebecca              Count: 22
Word: talk                 Count: 21
Word: prince               Count: 21
Word: foot                 Count: 21
Word: hut                  Count: 21
Word: without              Count: 21
Word: always               Count: 21
Word: doubt                Count: 21
Word: makes                Count: 21
Word: pond                 Count: 21
Word: shell                Count: 21
Word: believe              Count: 21
Word: queer                Count: 21
Word: words                Count: 21
Word: hurried              Count: 21
Word: step                 Count: 21
Word: wide                 Count: 21
Word: weight               Count: 21
Word: trim                 Count: 21
Word: grace                Count: 21
Word: answer               Count: 21
Word: hour                 Count: 21
Word: ours                 Count: 21
Word: gwynplaine           Count: 21
Word: sleep                Count: 21
Word: friend               Count: 21
Word: weak                 Count: 21
Word: hello                Count: 21
Word: free                 Count: 21
Word: edith                Count: 21
Word: bar                  Count: 21
Word: psyche               Count: 21
Word: knight               Count: 21
Word: patty                Count: 21
Word: elzevir              Count: 21
Word: farm                 Count: 20
Word: fields               Count: 20
Word: tis                  Count: 20
Word: served               Count: 20
Word: listen               Count: 20
Word: story                Count: 20
Word: looking              Count: 20
Word: blame                Count: 20
Word: beg                  Count: 20
Word: pen                  Count: 20
Word: bread                Count: 20
Word: swung                Count: 20
Word: car                  Count: 20
Word: pay                  Count: 20
Word: cross                Count: 20
Word: hurry                Count: 20
Word: fresh                Count: 20
Word: mother               Count: 20
Word: lest                 Count: 20
Word: song                 Count: 20
Word: quite                Count: 20
Word: won                  Count: 20
Word: obliged              Count: 20
Word: pure                 Count: 20
Word: pass                 Count: 20
Word: youth                Count: 20
Word: sand                 Count: 20
Word: sixty                Count: 20
Word: die                  Count: 20
Word: england              Count: 20
Word: hastened             Count: 20
Word: cat                  Count: 20
Word: depths               Count: 20
Word: yourself             Count: 20
Word: dick                 Count: 20
Word: tall                 Count: 20
Word: spoke                Count: 19
Word: hours                Count: 19
Word: endeavoured          Count: 19
Word: ready                Count: 19
Word: further              Count: 19
Word: stepped              Count: 19
Word: ned                  Count: 19
Word: dollars              Count: 19
Word: looks                Count: 19
Word: helped               Count: 19
Word: until                Count: 19
Word: dust                 Count: 19
Word: brown                Count: 19
Word: wife                 Count: 19
Word: finally              Count: 19
Word: lot                  Count: 19
Word: caught               Count: 19
Word: afraid               Count: 19
Word: walked               Count: 19
Word: sit                  Count: 19
Word: raised               Count: 19
Word: ears                 Count: 19
Word: later                Count: 19
Word: mount                Count: 19
Word: placed               Count: 19
Word: kind                 Count: 19
Word: theyre               Count: 19
Word: happy                Count: 19
Word: nora                 Count: 19
Word: billy                Count: 19
Word: pick                 Count: 19
Word: meal                 Count: 19
Word: race                 Count: 19
Word: arms                 Count: 19
Word: bluff                Count: 19
Word: hearts               Count: 19
Word: routine              Count: 19
Word: sigh                 Count: 19
Word: conseil              Count: 19
Word: poyser               Count: 19
Word: joyce                Count: 19
Word: whilst               Count: 18
Word: waited               Count: 18
Word: rode                 Count: 18
Word: hole                 Count: 18
Word: camp                 Count: 18
Word: vain                 Count: 18
Word: yours                Count: 18
Word: buy                  Count: 18
Word: soap                 Count: 18
Word: odd                  Count: 18
Word: theyve               Count: 18
Word: maid                 Count: 18
Word: matter               Count: 18
Word: mid                  Count: 18
Word: fish                 Count: 18
Word: account              Count: 18
Word: smiled               Count: 18
Word: armed                Count: 18
Word: conceal              Count: 18
Word: during               Count: 18
Word: manner               Count: 18
Word: humour               Count: 18
Word: nineteen             Count: 18
Word: appearance           Count: 18
Word: jerry                Count: 18
Word: chance               Count: 18
Word: elizabeth            Count: 18
Word: neck                 Count: 18
Word: pity                 Count: 18
Word: george               Count: 18
Word: third                Count: 18
Word: seventy              Count: 18
Word: field                Count: 18
Word: try                  Count: 18
Word: better               Count: 18
Word: sin                  Count: 18
Word: seat                 Count: 18
Word: wall                 Count: 18
Word: fourteen             Count: 18
Word: polly                Count: 18
Word: cock                 Count: 18
Word: natasha              Count: 18
Word: whirlwind            Count: 18
Word: taken                Count: 17
Word: grew                 Count: 17
Word: center               Count: 17
Word: able                 Count: 17
Word: hot                  Count: 17
Word: party                Count: 17
Word: return               Count: 17
Word: arose                Count: 17
Word: bent                 Count: 17
Word: headed               Count: 17
Word: liked                Count: 17
Word: fairy                Count: 17
Word: bay                  Count: 17
Word: against              Count: 17
Word: mabel                Count: 17
Word: nearer               Count: 17
Word: wet                  Count: 17
Word: patience             Count: 17
Word: worn                 Count: 17
Word: evil                 Count: 17
Word: rue                  Count: 17
Word: hat                  Count: 17
Word: front                Count: 17
Word: cart                 Count: 17
Word: bill                 Count: 17
Word: tail                 Count: 17
Word: cast                 Count: 17
Word: minute               Count: 17
Word: world                Count: 17
Word: thick                Count: 17
Word: child                Count: 17
Word: satan                Count: 17
Word: loose                Count: 17
Word: begin                Count: 17
Word: together             Count: 17
Word: eleven               Count: 17
Word: instinct             Count: 17
Word: leaf                 Count: 17
Word: sell                 Count: 17
Word: lit                  Count: 17
Word: hed                  Count: 17
Word: gregg                Count: 17
Word: rain                 Count: 17
Word: merely               Count: 17
Word: ring                 Count: 17
Word: quarter              Count: 17
Word: ugly                 Count: 17
Word: mill                 Count: 17
Word: coniston             Count: 17
Word: rooms                Count: 17
Word: double               Count: 17
Word: children             Count: 17
Word: chauvelin            Count: 17
Word: arthur               Count: 17
Word: fat                  Count: 16
Word: reach                Count: 16
Word: journey              Count: 16
Word: sank                 Count: 16
Word: dog                  Count: 16
Word: heres                Count: 16
Word: easy                 Count: 16
Word: beasts               Count: 16
Word: blood                Count: 16
Word: urged                Count: 16
Word: mate                 Count: 16
Word: person               Count: 16
Word: henry                Count: 16
Word: pleased              Count: 16
Word: plainly              Count: 16
Word: feel                 Count: 16
Word: struck               Count: 16
Word: west                 Count: 16
Word: sense                Count: 16
Word: bore                 Count: 16
Word: knee                 Count: 16
Word: dry                  Count: 16
Word: send                 Count: 16
Word: bright               Count: 16
Word: dream                Count: 16
Word: le                   Count: 16
Word: thumb                Count: 16
Word: servant              Count: 16
Word: merry                Count: 16
Word: wants                Count: 16
Word: beside               Count: 16
Word: point                Count: 16
Word: main                 Count: 16
Word: chief                Count: 16
Word: sound                Count: 16
Word: neither              Count: 16
Word: received             Count: 16
Word: warm                 Count: 16
Word: piece                Count: 16
Word: rush                 Count: 16
Word: behind               Count: 16
Word: mass                 Count: 16
Word: aid                  Count: 16
Word: adams                Count: 16
Word: taught               Count: 16
Word: common               Count: 16
Word: thirteen             Count: 16
Word: port                 Count: 16
Word: water                Count: 16
Word: ruth                 Count: 16
Word: gun                  Count: 16
Word: real                 Count: 16
Word: master               Count: 16
Word: walk                 Count: 16
Word: fate                 Count: 16
Word: seeing               Count: 16
Word: coat                 Count: 16
Word: church               Count: 16
Word: playing              Count: 16
Word: gain                 Count: 16
Word: grammont             Count: 16
Word: fetnah               Count: 16
Word: ali                  Count: 16
Word: wendy                Count: 16
Word: crying               Count: 15
Word: louise               Count: 15
Word: surely               Count: 15
Word: unto                 Count: 15
Word: add                  Count: 15
Word: besides              Count: 15
Word: move                 Count: 15
Word: cornel               Count: 15
Word: write                Count: 15
Word: counsel              Count: 15
Word: fit                  Count: 15
Word: allowed              Count: 15
Word: paid                 Count: 15
Word: ride                 Count: 15
Word: pale                 Count: 15
Word: nodded               Count: 15
Word: decided              Count: 15
Word: flung                Count: 15
Word: pardon               Count: 15
Word: cry                  Count: 15
Word: tilney               Count: 15
Word: thoughts             Count: 15
Word: meet                 Count: 15
Word: kate                 Count: 15
Word: sword                Count: 15
Word: appear               Count: 15
Word: favourite            Count: 15
Word: faced                Count: 15
Word: effect               Count: 15
Word: inn                  Count: 15
Word: fourth               Count: 15
Word: south                Count: 15
Word: coloured             Count: 15
Word: paul                 Count: 15
Word: shame                Count: 15
Word: slipped              Count: 15
Word: street               Count: 15
Word: stop                 Count: 15
Word: laugh                Count: 15
Word: voice                Count: 15
Word: quarles              Count: 15
Word: fore                 Count: 15
Word: anything             Count: 15
Word: island               Count: 15
Word: labor                Count: 15
Word: condition            Count: 15
Word: leaves               Count: 15
Word: sitting              Count: 15
Word: handsome             Count: 15
Word: paris                Count: 15
Word: sold                 Count: 15
Word: ninety               Count: 15
Word: river                Count: 15
Word: ere                  Count: 15
Word: guard                Count: 15
Word: hid                  Count: 15
Word: nice                 Count: 15
Word: although             Count: 15
Word: janes                Count: 15
Word: carried              Count: 15
Word: below                Count: 15
Word: sunk                 Count: 15
Word: nautilus             Count: 15
Word: boat                 Count: 15
Word: splendid             Count: 15
Word: joe                  Count: 15
Word: worry                Count: 15
Word: drink                Count: 15
Word: stand                Count: 15
Word: acquainted           Count: 15
Word: general              Count: 15
Word: poured               Count: 15
Word: fire                 Count: 15
Word: tents                Count: 15
Word: bet                  Count: 15
Word: france               Count: 15
Word: colour               Count: 15
Word: grand                Count: 15
Word: honest               Count: 15
Word: ice                  Count: 15
Word: oars                 Count: 15
Word: helen                Count: 15
Word: remarked             Count: 15
Word: syndic               Count: 15
Word: farce                Count: 15
Word: forests              Count: 14
Word: touch                Count: 14
Word: awoke                Count: 14
Word: colonel              Count: 14
Word: corner               Count: 14
Word: tale                 Count: 14
Word: slow                 Count: 14
Word: watch                Count: 14
Word: skin                 Count: 14
Word: welcome              Count: 14
Word: baron                Count: 14
Word: mans                 Count: 14
Word: garden               Count: 14
Word: marriage             Count: 14
Word: smile                Count: 14
Word: anxious              Count: 14
Word: eager                Count: 14
Word: power                Count: 14
Word: rough                Count: 14
Word: filled               Count: 14
Word: linen                Count: 14
Word: lake                 Count: 14
Word: change               Count: 14
Word: nest                 Count: 14
Word: gate                 Count: 14
Word: city                 Count: 14
Word: snapped              Count: 14
Word: peace                Count: 14
Word: stupid               Count: 14
Word: favorite             Count: 14
Word: board                Count: 14
Word: inch                 Count: 14
Word: trees                Count: 14
Word: within               Count: 14
Word: ship                 Count: 14
Word: reached              Count: 14
Word: gentleman            Count: 14
Word: really               Count: 14
Word: crept                Count: 14
Word: making               Count: 14
Word: kissed               Count: 14
Word: distant              Count: 14
Word: years                Count: 14
Word: mc                   Count: 14
Word: boys                 Count: 14
Word: peer                 Count: 14
Word: wheat                Count: 14
Word: dying                Count: 14
Word: accompanied          Count: 14
Word: started              Count: 14
Word: strong               Count: 14
Word: notwithstanding      Count: 14
Word: theyll               Count: 14
Word: shut                 Count: 14
Word: mouse                Count: 14
Word: amid                 Count: 14
Word: clear                Count: 14
Word: changed              Count: 14
Word: maybe                Count: 14
Word: meadow               Count: 14
Word: lamp                 Count: 14
Word: em                   Count: 14
Word: labour               Count: 14
Word: east                 Count: 14
Word: declared             Count: 14
Word: swam                 Count: 14
Word: strange              Count: 14
Word: stock                Count: 14
Word: color                Count: 14
Word: alive                Count: 14
Word: rich                 Count: 14
Word: thine                Count: 14
Word: choice               Count: 14
Word: game                 Count: 14
Word: trump                Count: 14
Word: fear                 Count: 14
Word: jeff                 Count: 14
Word: planchet             Count: 14
Word: miranda              Count: 14
Word: soft                 Count: 13
Word: fence                Count: 13
Word: moon                 Count: 13
Word: paper                Count: 13
Word: shook                Count: 13
Word: udo                  Count: 13
Word: polite               Count: 13
Word: sees                 Count: 13
Word: mountain             Count: 13
Word: drawing              Count: 13
Word: wed                  Count: 13
Word: whispered            Count: 13
Word: happened             Count: 13
Word: catherine            Count: 13
Word: thither              Count: 13
Word: awe                  Count: 13
Word: wondered             Count: 13
Word: lean                 Count: 13
Word: heels                Count: 13
Word: cheer                Count: 13
Word: knows                Count: 13
Word: attention            Count: 13
Word: played               Count: 13
Word: cake                 Count: 13
Word: moved                Count: 13
Word: everything           Count: 13
Word: forms                Count: 13
Word: pin                  Count: 13
Word: slim                 Count: 13
Word: temper               Count: 13
Word: hit                  Count: 13
Word: observed             Count: 13
Word: store                Count: 13
Word: whenever             Count: 13
Word: deal                 Count: 13
Word: bones                Count: 13
Word: sides                Count: 13
Word: countenance          Count: 13
Word: captain              Count: 13
Word: smooth               Count: 13
Word: accustomed           Count: 13
Word: toby                 Count: 13
Word: quoth                Count: 13
Word: wash                 Count: 13
Word: subjects             Count: 13
Word: morning              Count: 13
Word: sail                 Count: 13
Word: reckon               Count: 13
Word: thinks               Count: 13
Word: brain                Count: 13
Word: hero                 Count: 13
Word: road                 Count: 13
Word: rude                 Count: 13
Word: presence             Count: 13
Word: oclock               Count: 13
Word: everybody            Count: 13
Word: removed              Count: 13
Word: course               Count: 13
Word: wise                 Count: 13
Word: thereof              Count: 13
Word: rachel               Count: 13
Word: interest             Count: 13
Word: speak                Count: 13
Word: pot                  Count: 13
Word: train                Count: 13
Word: wear                 Count: 13
Word: explained            Count: 13
Word: shaw                 Count: 13
Word: throw                Count: 13
Word: drunk                Count: 13
Word: seize                Count: 13
Word: hoped                Count: 13
Word: sounds               Count: 13
Word: shone                Count: 13
Word: times                Count: 13
Word: wine                 Count: 13
Word: hath                 Count: 13
Word: emily                Count: 13
Word: slept                Count: 13
Word: anybody              Count: 13
Word: bank                 Count: 13
Word: fond                 Count: 13
Word: week                 Count: 13
Word: respect              Count: 13
Word: taste                Count: 13
